Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm)
0.0,1.5828167,0.12617169,0.0,0,10.594783,0.00097874238,0.0084582763,19.994255,10.595138,12.816403,-9.1218166
0.1,1.5809698,0.022316642,0.0,0,10.594783,0.21984646,0.001503514,20.105211,10.594684,12.747541,-9.4660425
0.2,1.5750347,0.005822184,0.0,0,10.594783,0.51633358,0.00039693725,20.052652,10.594964,12.742361,-9.4868279
0.3,1.5695429,0.0049522258,0.0,0,10.594783,0.81618136,0.00034668922,19.970518,10.595221,12.762417,-9.4888515
0.4,1.5674576,0.0052480763,0.0,0,10.594783,1.1161758,0.00035536263,19.955286,10.595095,12.726991,-9.4896526
0.5,1.5608926,0.0050132549,0.0,0,10.594783,1.4161745,0.00036269129,19.864252,10.595407,12.682286,-9.4898129
0.6,1.556275,0.0053327619,0.0,0,10.594783,1.7161759,0.0003518131,19.797333,10.59487,12.810196,-9.4900951
0.7,1.5516322,0.0052900645,0.0,0,10.594783,2.0161748,0.00037137239,19.749979,10.594955,12.660769,-9.4900236
0.8,1.5431714,0.0055367942,0.0,0,10.594783,2.3161747,0.00035637259,19.637695,10.594635,12.72205,-9.4898062
0.9,1.5371306,0.0053982954,0.0,0,10.594783,2.6161752,0.00038711182,19.561394,10.594502,12.682503,-9.4896584
1.0,1.5377762,0.0056770174,0.0,0,10.594783,2.9161742,0.0003587947,19.581615,10.595308,12.73008,-9.4895306
1.1,1.5330107,0.0054268977,0.0,0,10.594783,3.216176,0.00038074868,19.505016,10.595399,12.715424,-9.4894066
1.2,1.526547,0.0057075676,0.0,0,10.594783,3.5161743,0.0003564069,19.433252,10.594868,12.673696,-9.4894934
1.3,1.5222653,0.0054966682,0.0,0,10.594783,3.8161745,0.00036922167,19.376638,10.595314,12.668906,-9.4889669
1.4,1.5122765,0.0055295876,0.0,0,10.594783,4.1161752,0.00034464849,19.239998,10.59481,12.693642,-9.4883842
1.5,1.5068463,0.0055504856,0.0,0,10.594783,4.4161744,0.00036564204,19.181419,10.59442,12.723775,-9.4880362
