Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm)
0.0,1.5047984,-0.34569669,0.0,0,10.594783,0.0015172546,-0.022790456,19.597183,10.594868,12.838732,-9.1199837
0.1,1.4993426,-0.061365735,0.0,0,10.594783,0.21959798,-0.0040299981,19.169748,10.594954,12.839969,-9.4661303
0.2,1.4968085,-0.0014992668,0.0,0,10.594783,0.51606107,-7.0760325e-05,19.075993,10.594346,12.904925,-9.4869967
0.3,1.4905688,0.0016632216,0.0,0,10.594783,0.81590652,9.3697519e-05,18.972631,10.595822,12.815255,-9.4889889
0.4,1.4854304,0.0016864468,0.0,0,10.594783,1.1159009,0.00011352186,18.918615,10.594802,12.872732,-9.4893751
0.5,1.4770255,0.0016992905,0.0,0,10.594783,1.4159001,0.0001032916,18.798315,10.595292,12.898803,-9.4893446
0.6,1.4719694,0.0014601329,0.0,0,10.594783,1.7159001,0.00011094594,18.738884,10.594858,12.774398,-9.4894543
0.7,1.4620486,0.0015281808,0.0,0,10.594783,2.0159011,0.00012364531,18.618137,10.594411,12.894112,-9.4893007
0.8,1.4544281,0.0017620706,0.0,0,10.594783,2.3158996,0.00010141323,18.514303,10.595043,12.769117,-9.4888449
0.9,1.4549384,0.0014310754,0.0,0,10.594783,2.6159015,0.0001035851,18.525311,10.595274,12.863164,-9.4890575
1.0,1.4458255,0.0016415068,0.0,0,10.594783,2.9159002,0.00010299889,18.403271,10.595172,12.90177,-9.4887409
1.1,1.4431809,0.0016720943,0.0,0,10.594783,3.2159007,0.00011555662,18.366753,10.594375,12.918543,-9.4882441
1.2,1.4370584,0.0014721892,0.0,0,10.594783,3.5159018,0.00012230236,18.293983,10.594637,12.847617,-9.4874697
1.3,1.4307556,0.0015628067,0.0,0,10.594783,3.8159008,8.8375025e-05,18.22226,10.594638,12.833338,-9.4871702
1.4,1.4258761,0.0015763112,0.0,0,10.594783,4.1159015,0.00010707117,18.159067,10.594505,12.806988,-9.4867229
1.5,1.4238378,0.001707703,0.0,0,10.594783,4.4159007,0.00010117369,18.118151,10.595506,12.80488,-9.4866533
1.6,1.422441,0.0017081124,0.0,0,10.594783,4.7159004,0.00012035497,18.112955,10.594547,12.856607,-9.486414
1.7,1.4189464,0.0014247331,0.0,0,10.594783,5.0159011,0.0001218097,18.067532,10.594703,12.822416,-9.4863462
1.8,1.4166722,0.0019227799,0.0,0,10.594783,5.3159003,0.00010898057,18.035505,10.594805,12.85714,-9.4859638
1.9,1.4151353,0.0017047914,0.0,0,10.594783,5.6159024,0.00011949445,18.022089,10.594982,12.796232,-9.4856682
2.0,1.4115206,0.0018676122,0.0,0,10.594783,5.9159017,0.00011281457,17.969299,10.594866,12.761722,-9.4858675
2.1,1.409651,0.001773653,0.0,0,10.594783,6.2159014,0.00012612321,17.942949,10.59446,12.742858,-9.485569
2.2,1.4149741,0.001759004,0.0,0,10.594783,6.5159025,0.00013853575,18.010012,10.595177,12.815166,-9.4856796
2.3,1.4098567,0.0017878948,0.0,0,10.594783,6.8159013,0.00010120322,17.953146,10.595341,12.830465,-9.4856186
2.4,1.411773,0.001720877,0.0,0,10.594783,7.1159024,0.00011729971,17.985847,10.594213,12.819418,-9.4854002
2.5,1.4080576,0.0017293706,0.0,0,10.594783,7.4159017,0.000106862,17.926481,10.594221,12.836869,-9.4852676
2.6,1.4025518,0.0018054452,0.0,0,10.594783,7.7159014,0.00012923437,17.865324,10.594697,12.850324,-9.4852276
2.7,1.4007782,0.0015921043,0.0,0,10.594783,8.0159035,0.00013002449,17.845709,10.595277,12.859663,-9.4851751
2.8,1.3977674,0.0017315127,0.0,0,10.594783,8.3159018,0.00010207687,17.779757,10.594955,12.81161,-9.4852772
2.9,1.3924785,0.0013780965,0.0,0,10.594783,8.6159019,9.5331925e-05,17.730024,10.594854,12.843629,-9.4849119
3.0,1.3938204,0.0018382118,0.0,0,10.594783,8.9159012,0.00010766112,17.745388,10.5944,12.837832,-9.4847336
3.1,1.3982239,0.0018531156,0.0,0,10.594783,9.2159014,0.00013245868,17.80092,10.594722,12.804867,-9.4847641
3.2,1.3975579,0.001704236,0.0,0,10.594783,9.5159044,0.00013924237,17.799475,10.593427,12.899827,-9.484869
3.3,1.390437,0.001896332,0.0,0,10.594783,9.8159018,0.00011220617,17.701385,10.594705,12.856149,-9.4848156
3.4,1.388813,0.001623025,0.0,0,10.594783,10.115903,0.00011296303,17.685368,10.594374,12.793637,-9.4846802
3.5,1.3852413,0.0017338077,0.0,0,10.594783,10.415901,9.5628384e-05,17.626207,10.594563,12.814053,-9.4846439
3.6,1.3898588,0.001809996,0.0,0,10.594783,10.715904,0.00013043451,17.687294,10.594457,12.815609,-9.4843483
3.7,1.3809415,0.0016039755,0.0,0,10.594783,11.015903,0.00012860553,17.569401,10.594419,12.814902,-9.4839001
3.8,1.3841333,0.001971195,0.0,0,10.594783,11.315902,0.00011468677,17.621611,10.594766,12.83349,-9.4837961
3.9,1.3780676,0.0017867197,0.0,0,10.594783,11.615904,0.00013393979,17.546806,10.594718,12.788756,-9.4839096
4.0,1.3791711,0.0019791191,0.0,0,10.594783,11.915903,0.00012515781,17.555637,10.59469,12.793029,-9.4834347
4.1,1.3780349,0.0018453073,0.0,0,10.594783,12.215902,0.0001244734,17.550192,10.59544,12.816731,-9.4834385
4.2,1.3743058,0.0016875374,0.0,0,10.594783,12.515903,0.00012693864,17.489874,10.594752,12.782173,-9.4833488
4.3,1.3706963,0.0019136638,0.0,0,10.594783,12.815902,0.00011319307,17.444466,10.594441,12.795731,-9.4828262
4.4,1.3697525,0.002040941,0.0,0,10.594783,13.115906,0.00014633256,17.424795,10.594243,12.841078,-9.4825659
4.5,1.3685409,0.0020919067,0.0,0,10.594783,13.415904,0.00011779703,17.423931,10.59432,12.831038,-9.4823627
4.6,1.3617013,0.0019287782,1.8770363,0,10.594783,13.715902,0.00013564748,17.356129,10.595353,12.787471,-9.4822741
4.7,1.3605669,0.0017737495,4.3065891,0,10.594783,14.015903,0.00014023898,17.315222,10.594451,12.795738,-9.4819536
4.8,1.3570429,0.0018673558,7.4343615,0,10.594783,14.315903,0.00011078449,17.280287,10.59559,12.826457,-9.4816427
4.9,1.3649461,0.0016137856,10.559244,0,10.594783,14.615905,0.00011661404,17.379065,10.594155,12.766806,-9.481493
5.0,1.3583561,0.0017968185,11.06244,0,10.594783,14.915903,0.00010218423,17.29842,10.594388,12.81491,-9.4812069
5.1,1.3548203,0.0017736515,13.611004,0,10.594783,15.215903,0.0001278636,17.248388,10.594666,12.891416,-9.4809484
5.2,1.3530903,0.0016398898,15.530938,0,10.594783,15.515905,0.00012224102,17.241806,10.595251,12.913214,-9.4807644
5.3,1.3527137,0.0018861144,17.79163,0,10.594783,15.815902,0.00011152669,17.22916,10.595023,12.781614,-9.4809551
5.4,1.3485126,0.001662798,19.455648,0,10.594783,16.115906,0.00012111483,17.166933,10.594754,12.801024,-9.4807425
5.5,1.3527558,0.0017577916,20.013811,0,10.594783,16.415903,0.00010107645,17.237427,10.594893,12.930305,-9.4805641
5.6,1.3556347,0.0018209253,21.615187,0,10.594783,16.715904,0.00013652351,17.255489,10.594936,12.94759,-9.4801006
5.7,1.3489997,0.0015941821,23.214144,0,10.594783,17.015903,0.00011755252,17.170471,10.594043,12.990865,-9.4800549
5.8,1.3561777,0.0018026957,24.30311,0,10.594783,17.315903,0.00011057994,17.26753,10.594471,13.069286,-9.4798479
5.9,1.3506804,0.0015347269,25.756378,0,10.594783,17.615904,0.00012324288,17.190834,10.594671,13.100685,-9.4798927
6.0,1.348961,0.0018005919,26.507284,0,10.594783,17.915905,9.927935e-05,17.179373,10.594099,13.152759,-9.4798336
6.1,1.3482972,0.001683734,27.422215,0,10.594783,18.215904,0.00011959019,17.165991,10.594943,13.315327,-9.4798498
6.2,1.345911,0.0017062388,28.473402,0,10.594783,18.515905,0.00012223853,17.127569,10.594522,13.430199,-9.4795046
6.3,1.3445901,0.0017690151,29.453737,0,10.594783,18.815903,0.00010623321,17.114767,10.595451,13.497977,-9.4791327
6.4,1.3413603,0.0013411641,30.263172,0,10.594783,19.115904,0.00010384552,17.076187,10.594241,13.663433,-9.4789305
6.5,1.345237,0.0013778351,30.724333,0,10.594783,19.415905,7.7745404e-05,17.132559,10.594559,13.845504,-9.4785891
6.6,1.3459116,0.0013431148,31.318661,0,10.594783,19.715906,9.3884024e-05,17.133369,10.595057,14.124554,-9.4788227
6.7,1.3435104,0.0012105952,31.857929,0,10.594783,20.015905,0.00010041645,17.102343,10.59506,14.354409,-9.478652
6.8,1.3361481,0.0012743265,32.767052,0,10.594783,20.315905,6.9392096e-05,17.012033,10.594832,14.515461,-9.47824
6.9,1.3403324,0.00074778963,32.84557,0,10.594783,20.615904,5.6479283e-05,17.070524,10.594525,14.816633,-9.4781284
7.0,1.3515791,0.0011007198,33.694485,0,10.594783,20.915905,5.6526183e-05,17.203602,10.594151,15.048783,-9.4780388
7.1,1.3491185,0.00098679541,33.768692,0,10.594783,21.215904,7.6446195e-05,17.18478,10.594669,15.337447,-9.4776411
7.2,1.3447051,0.00098812662,34.515686,0,10.594783,21.515907,7.4848969e-05,17.122669,10.595975,15.671141,-9.4773197
7.3,1.3410884,0.00085723854,34.645023,0,10.594783,21.815907,4.0230872e-05,17.073917,10.595871,15.913494,-9.4773674
7.4,1.3403327,0.00064060657,34.977074,0,10.594783,22.115908,5.0814069e-05,17.060162,10.595924,16.389027,-9.4769831
