Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm)
0.0,0.28512785,-9.9439964,0.0,0,11.076097,0.00034632496,-0.50856972,6.0115266,11.076118,23.121416,-9.1205454
0.1,0.28904754,-0.58931899,0.0,0,11.076097,0.21953151,-0.030245017,3.8099372,11.076391,23.143566,-9.4639845
0.2,0.28788802,-0.027399378,0.0,0,11.076097,0.51603216,-0.0013933063,3.6699321,11.076568,23.033976,-9.4847031
0.3,0.28743654,-0.0026246496,0.0,0,11.076097,0.8158828,-0.00017066074,3.6723287,11.076416,23.069969,-9.4871473
0.4,0.28412935,-0.0015697876,0.0,0,11.076097,1.1158744,-0.00014566816,3.6242995,11.07646,23.034016,-9.4876394
0.5,0.28676042,-0.0014685155,0.0,0,11.076097,1.4158748,-7.8420075e-05,3.6465957,11.07605,23.058952,-9.4881802
0.6,0.28445557,-0.0012765353,0.0,0,11.076097,1.7158754,-9.290655e-05,3.6168971,11.075768,23.037909,-9.4882002
0.7,0.28184888,-0.0012417097,0.0,0,11.076097,2.0158739,-8.3121762e-05,3.593946,11.076048,23.113588,-9.4882984
0.8,0.27623102,-0.001224014,0.0,0,11.076097,2.3158758,-9.7301367e-05,3.5121591,11.076395,23.066605,-9.4883995
0.9,0.27794856,-0.0015244719,0.0,0,11.076097,2.6158748,-7.0376809e-05,3.5372207,11.076069,23.117058,-9.4885397
1.0,0.27035108,-0.001445579,0.0,0,11.076097,2.9158747,-8.3048653e-05,3.4474256,11.075686,23.099379,-9.4883127
1.1,0.2598674,-0.0014036101,0.0,0,11.076097,3.2158756,-0.00012284057,3.3069127,11.076822,23.096121,-9.4878254
1.2,0.25584486,-0.0015951651,0.0,0,11.076097,3.5158744,-6.8257592e-05,3.270205,11.075914,23.121164,-9.4872675
1.3,0.25312984,-0.0014810348,0.0,0,11.076097,3.8158765,-0.00011069401,3.2292268,11.076234,23.112967,-9.4866533
1.4,0.24983464,-0.0014415309,0.0,0,11.076097,4.1158743,-0.00011520596,3.1825941,11.076231,23.065104,-9.4862185
1.5,0.24801774,-0.0015526776,0.0,0,11.076097,4.4158754,-9.5986266e-05,3.1730983,11.075654,23.124031,-9.4862185
1.6,0.24646911,-0.0015756191,0.0,0,11.076097,4.7158751,-0.00011040439,3.132987,11.075829,23.110098,-9.4857664
1.7,0.24146053,-0.0018023297,0.0,0,11.076097,5.0158739,-0.00010599379,3.0641644,11.076642,23.132778,-9.485281
1.8,0.23563677,-0.0016188479,0.0,0,11.076097,5.315876,-0.00012781195,2.9927065,11.076245,23.132746,-9.4849405
1.9,0.23282768,-0.0018158673,0.0,0,11.076097,5.6158748,-8.6335116e-05,2.962945,11.07656,23.114376,-9.4847097
2.0,0.23262905,-0.0016255868,0.0,0,11.076097,5.915875,-9.8790544e-05,2.9749739,11.076986,23.070702,-9.484479
2.1,0.23139331,-0.0015313176,0.0,0,11.076097,6.2158756,-0.00014216738,2.9456997,11.0764,23.098911,-9.4841299
2.2,0.23116417,-0.0017047403,0.0,0,11.076097,6.515873,-8.1530627e-05,2.9387369,11.075965,23.076059,-9.483777
2.3,0.22950055,-0.0016880177,0.0,0,11.076097,6.8158765,-0.00012574576,2.9137957,11.076118,23.108671,-9.4836941
2.4,0.2266117,-0.0015306583,0.0,0,11.076097,7.1158748,-0.00011173046,2.8879611,11.075839,23.171171,-9.4833727
2.5,0.22973812,-0.0017766176,0.0,0,11.076097,7.4158754,-0.00012545697,2.9433143,11.076362,23.08267,-9.4836416
2.6,0.22925898,-0.001996639,0.0,0,11.076097,7.7158756,-0.00012608635,2.9273779,11.076008,23.014341,-9.4836884
2.7,0.22501987,-0.0016529363,0.0,0,11.076097,8.0158739,-8.468554e-05,2.8607514,11.076512,23.057304,-9.4832993
2.8,0.23036429,-0.0016255705,0.0,0,11.076097,8.315877,-0.00013677968,2.93221,11.076378,23.17116,-9.4834995
2.9,0.23504576,-0.001832667,0.0,0,11.076097,8.6158743,-7.9020625e-05,2.9916375,11.076533,23.053228,-9.483674
3.0,0.23437335,-0.0015276304,0.0,0,11.076097,8.9158754,-9.1611328e-05,2.9973547,11.076199,23.137428,-9.4837761
3.1,0.22993821,-0.0012665928,0.0,0,11.076097,9.2158737,-0.00012244364,2.9293029,11.076905,23.075605,-9.4835844
3.2,0.23778835,-0.0019062174,0.0,0,11.076097,9.5158768,-0.00011080114,3.029007,11.076292,23.101091,-9.4840641
3.3,0.22954011,-0.0014174881,0.0,0,11.076097,9.8158779,-0.00011011372,2.9128709,11.076059,23.066805,-9.4839315
3.4,0.22753014,-0.0012182739,0.0,0,11.076097,10.115873,-8.9573754e-05,2.8975942,11.075913,23.135677,-9.4838943
3.5,0.22514737,-0.00143737,0.0,0,11.076097,10.415874,-0.00011209911,2.8612323,11.075965,23.061058,-9.4834414
3.6,0.21836603,-0.0016012507,0.0,0,11.076097,10.715878,-7.992077e-05,2.7773707,11.076385,23.122301,-9.4832506
3.7,0.21003601,-0.0017153384,0.0,0,11.076097,11.015876,-8.6563632e-05,2.6700113,11.076405,23.165115,-9.4824686
3.8,0.21165793,-0.0014344711,0.0,0,11.076097,11.315877,-0.00012099574,2.7002428,11.075583,23.105915,-9.4820929
3.9,0.20467909,-0.0018603279,0.0,0,11.076097,11.615873,-7.625873e-05,2.6045301,11.075921,23.071545,-9.4817133
4.0,0.20846929,-0.001854261,0.0,0,11.076097,11.915875,-0.00012256324,2.6662636,11.076207,23.135157,-9.4816236
4.1,0.20586225,-0.0018993287,0.0,0,11.076097,12.215877,-0.00016141419,2.6231973,11.07587,23.123753,-9.4814806
4.2,0.2007914,-0.0019509048,0.0,0,11.076097,12.515873,-0.00011283864,2.5655296,11.076422,23.127674,-9.4809589
4.3,0.20468079,-0.0019846894,0.0,0,11.076097,12.815876,-0.00014538693,2.6096754,11.076447,23.125195,-9.4807339
4.4,0.20205542,-0.0015801833,0.0,0,11.076097,13.115875,-0.00011624018,2.5802763,11.076068,23.149908,-9.4806957
4.5,0.21163069,-0.0017041867,0.0,0,11.076097,13.415877,-0.00013044273,2.7052393,11.076516,23.101313,-9.4814129
4.6,0.20520532,-0.0020252471,0.0,0,11.076097,13.715875,-0.00010851021,2.6148415,11.076349,23.134378,-9.4813051
4.7,0.2020463,-0.0019995896,0.0,0,11.076097,14.015873,-0.00011531408,2.5746837,11.0761,23.090622,-9.4807529
4.8,0.20383094,-0.0018145844,0.0,0,11.076097,14.315877,-0.00015039169,2.6021926,11.076359,23.109869,-9.4810152
4.9,0.1995022,-0.0021667681,0.0,0,11.076097,14.615875,-0.00010017431,2.5438473,11.076887,23.120514,-9.4807644
5.0,0.19826579,-0.0017786759,0.0,0,11.076097,14.915875,-0.00013472658,2.5258822,11.076095,23.137121,-9.4803886
5.1,0.19846596,-0.0016852159,0.0,0,11.076097,15.215876,-0.00013620307,2.5415261,11.076119,23.186556,-9.4804544
5.2,0.19624123,-0.001783544,0.0,0,11.076097,15.515874,-0.00011360053,2.4956553,11.076297,23.14183,-9.4802933
5.3,0.19297834,-0.0016882258,0.0,0,11.076097,15.815878,-0.00011362693,2.4551249,11.075728,23.077827,-9.4800358
5.4,0.18994845,-0.0017629802,0.0,0,11.076097,16.115877,-0.00010420345,2.4156752,11.076015,23.117931,-9.4798107
5.5,0.19149514,-0.0020802086,0.0,0,11.076097,16.415874,-0.00015085761,2.4476612,11.076411,23.146818,-9.4797173
5.6,0.18777382,-0.0021863091,0.0,0,11.076097,16.715878,-9.9938828e-05,2.3907297,11.075898,23.063807,-9.4792862
5.7,0.18696155,-0.0019033634,0.0,0,11.076097,17.015879,-0.00011366627,2.3750815,11.076319,23.111094,-9.4790201
5.8,0.18608899,-0.001673191,0.0,0,11.076097,17.315878,-0.00014628845,2.372437,11.076124,23.089165,-9.4788847
5.9,0.18436313,-0.0018954423,0.0,0,11.076097,17.615875,-9.2915601e-05,2.3460371,11.075278,23.10898,-9.4788866
