Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm)
8.3,6.4303083,-0.0037875113,5.7811236,0,11.076097,24.815886,-0.00028733778,81.883621,11.076444,23.469101,-9.4816256
8.4,6.4322181,-0.0038245399,7.9336414,0,11.076097,25.115881,-0.00025005356,81.893265,11.07614,23.485527,-9.4810915
8.5,6.4245973,-0.0035061766,10.930305,0,11.076097,25.415886,-0.00026292141,81.810516,11.076414,23.454798,-9.4809008
8.6,6.4219308,-0.0037743999,12.530242,0,11.076097,25.715883,-0.0002243401,81.792542,11.077602,23.499096,-9.480751
8.7,6.4206672,-0.0035577025,14.618615,0,11.076097,26.015884,-0.00023611222,81.771721,11.076283,23.498348,-9.4803381
8.8,6.4286222,-0.0033466916,15.999557,0,11.076097,26.315884,-0.00021286987,81.875282,11.075801,23.493727,-9.4804564
8.9,6.4289465,-0.0031525909,18.805025,0,11.076097,26.615885,-0.00020615241,81.877922,11.076026,23.422688,-9.4800911
9.0,6.4346137,-0.0032229007,19.905952,0,11.076097,26.915884,-0.00023454161,81.950508,11.076182,23.476027,-9.4801168
9.1,6.4367719,-0.0034945493,21.602936,0,11.076097,27.215883,-0.00023270138,81.966019,11.076639,23.484972,-9.4797955
9.2,6.4354649,-0.0029517836,22.85121,0,11.076097,27.515886,-0.00022109857,81.949455,11.07598,23.554981,-9.4798212
9.3,6.4358883,-0.0035022015,24.341831,0,11.076097,27.815886,-0.00019729894,81.953362,11.076966,23.480568,-9.4793701
9.4,6.4296722,-0.0032250502,25.376947,0,11.076097,28.115885,-0.00020601614,81.871246,11.07601,23.585894,-9.4793711
9.5,6.4281425,-0.0035004753,26.156174,0,11.076097,28.415884,-0.00022750617,81.865669,11.075931,23.590073,-9.4790659
9.6,6.4321427,-0.0033626405,27.919767,0,11.076097,28.715885,-0.00021969592,81.91938,11.076648,23.558895,-9.4787092
9.7,6.4471183,-0.0035503504,28.631166,0,11.076097,29.015884,-0.00025236353,82.124336,11.075894,23.64599,-9.4788694
9.8,6.4443021,-0.0037707356,29.741663,0,11.076097,29.315884,-0.0002527232,82.0756,11.076757,23.611755,-9.4785013
9.9,6.4484963,-0.0035285177,31.257524,0,11.076097,29.615883,-0.00026661376,82.116173,11.076077,23.633528,-9.4782457
10.0,6.4482851,-0.0040319413,32.27808,0,11.076097,29.915884,-0.00023360079,82.115173,11.076705,23.699656,-9.4780149
10.1,6.453299,-0.0038574815,32.824425,0,11.076097,30.215883,-0.0002478715,82.181969,11.076081,23.793119,-9.4780855
10.2,6.4434218,-0.0044012605,33.729168,0,11.076097,30.515882,-0.00028201682,82.049927,11.076356,23.802769,-9.478013
10.3,6.4495835,-0.0044130138,34.609562,0,11.076097,30.815887,-0.00028016561,82.136185,11.076097,23.891682,-9.4778862
10.4,6.4444437,-0.0045830393,35.825661,0,11.076097,31.115885,-0.00031984341,82.083786,11.077315,23.979729,-9.4774904
10.5,6.4530334,-0.0052736523,36.288876,0,11.076097,31.415884,-0.0003543694,82.202011,11.076419,24.090302,-9.4776678
10.6,6.4648533,-0.0050442303,37.054665,0,11.076097,31.715883,-0.00036007661,82.360313,11.075807,24.164427,-9.4774094
10.7,6.4621415,-0.0058910511,37.802807,0,11.076097,32.015888,-0.00035456929,82.308952,11.075809,24.272053,-9.4770937
10.8,6.4661169,-0.0058282022,38.521568,0,11.076097,32.315884,-0.00038103343,82.360535,11.075966,24.446787,-9.4769707
10.9,6.4674716,-0.0063923583,39.161953,0,11.076097,32.615887,-0.00040296765,82.360329,11.077312,24.589754,-9.4768076
11.0,6.463232,-0.0065881829,39.865341,0,11.076097,32.915894,-0.00043777662,82.30909,11.076599,24.749281,-9.4765415
11.1,6.4659581,-0.0066469545,40.47171,0,11.076097,33.215893,-0.0004660936,82.350311,11.076393,24.900497,-9.4766655
11.2,6.4679828,-0.0074927169,41.099964,0,11.076097,33.515896,-0.00049214432,82.399361,11.075997,25.129852,-9.4762087
11.3,6.4759488,-0.0075062253,41.629162,0,11.076097,33.815891,-0.00052765827,82.507309,11.076265,25.288994,-9.4763241
11.4,6.4803486,-0.0083522899,42.06546,0,11.076097,34.115887,-0.00052442384,82.570488,11.076753,25.586893,-9.4763117
11.5,6.481709,-0.0086184731,42.360603,0,11.076097,34.415874,-0.00056511333,82.593513,11.076074,25.795527,-9.4761305
11.6,6.4832287,-0.0095640058,42.931091,0,11.076097,34.715881,-0.00061787979,82.588516,11.076367,26.072203,-9.4759979
11.7,6.4823451,-0.0098332567,43.445232,0,11.076097,35.015877,-0.00064894505,82.580322,11.076887,26.357759,-9.4756794
11.8,6.4834075,-0.01026598,43.768749,0,11.076097,35.31588,-0.00069964322,82.597725,11.076491,26.629805,-9.4753666
11.9,6.4855714,-0.010654591,44.04446,0,11.076097,35.615883,-0.00070790009,82.62468,11.075807,26.929497,-9.4752884
12.0,6.4872804,-0.010874543,44.289539,0,11.076097,35.915886,-0.0007480497,82.662033,11.076216,27.285097,-9.4753456
12.1,6.486516,-0.012132114,44.613407,0,11.076097,36.215885,-0.00078074617,82.675194,11.076118,27.561417,-9.4749498
12.2,6.4928112,-0.011595071,45.098877,0,11.076097,36.515892,-0.00077276613,82.756439,11.076056,27.856232,-9.4748363
12.3,6.5001411,-0.012044258,45.14682,0,11.076097,36.815899,-0.00079493789,82.823433,11.076161,28.289663,-9.4746304
12.4,6.5054283,-0.012422442,45.594948,0,11.076097,37.115894,-0.00083126733,82.894875,11.076389,28.697897,-9.4743414
12.5,6.5126338,-0.012550387,45.614357,0,11.076097,37.415894,-0.00085612654,82.989189,11.0752,29.097498,-9.4745111
12.6,6.5066218,-0.012612577,46.072124,0,11.076097,37.715889,-0.00084097026,82.907951,11.075672,29.539717,-9.4744234
12.7,6.5077801,-0.013262943,46.107994,0,11.076097,38.015881,-0.00091561704,82.943619,11.077028,29.972734,-9.4741907
12.8,6.5092835,-0.013651349,46.10955,0,11.076097,38.31588,-0.00087924505,82.952225,11.077718,30.471685,-9.4739752
12.9,6.5107789,-0.013846484,46.515011,0,11.076097,38.615875,-0.00092065521,83.000549,11.077247,30.899479,-9.4738035
13.0,6.518858,-0.014510791,46.579128,0,11.076097,38.915878,-0.00095170666,83.096466,11.076075,31.410995,-9.4735289
13.1,6.5277424,-0.014443027,46.581905,0,11.076097,39.215881,-0.00095320272,83.201843,11.075467,31.824886,-9.4735041
13.2,6.5270939,-0.014763374,46.582027,0,11.076097,39.515884,-0.0010019033,83.18856,11.076047,32.284607,-9.4733086
13.3,6.5272779,-0.015285573,46.882206,0,11.076097,39.815887,-0.0010258458,83.194199,11.076203,32.755356,-9.4732723
13.4,6.5295734,-0.015484943,47.016682,0,11.076097,40.115894,-0.0010617865,83.200874,11.07668,33.280212,-9.4730167
13.5,6.5291972,-0.016220249,47.052807,0,11.076097,40.415897,-0.0010517915,83.199265,11.076275,33.715466,-9.4727774
13.6,6.531661,-0.016486367,47.054371,0,11.076097,40.715893,-0.0010941566,83.254326,11.076605,34.269341,-9.4727888
13.7,6.5332298,-0.01731156,47.05444,0,11.076097,41.015896,-0.0011318704,83.300446,11.076783,34.845993,-9.4725418
13.8,6.5412297,-0.017387293,47.05444,0,11.076097,41.31588,-0.0011464377,83.393875,11.075374,35.330208,-9.4724331
13.9,6.5468183,-0.018291688,47.05444,0,11.076097,41.615883,-0.0012277134,83.46077,11.076353,35.894463,-9.4720383
14.0,6.5505247,-0.018847074,47.05444,0,11.076097,41.915878,-0.0012631085,83.502014,11.075382,36.41732,-9.4717932
14.1,6.5484672,-0.019180674,47.05444,0,11.076097,42.215881,-0.0013108318,83.479736,11.076254,36.96413,-9.4715424
14.2,6.5478959,-0.019830622,47.05444,0,11.076097,42.515884,-0.0012878081,83.466888,11.076434,37.426945,-9.4711466
14.3,6.5499225,-0.020255463,47.05444,0,11.076097,42.815884,-0.0013524994,83.491989,11.075961,37.99522,-9.4710541
14.4,6.5463185,-0.020860884,46.644619,0,11.076097,43.115883,-0.001361279,83.458313,11.077743,38.616779,-9.4710827
14.5,6.5501218,-0.021202106,46.58474,0,11.076097,43.415894,-0.0013994559,83.518135,11.076617,39.270489,-9.470747
14.6,6.550271,-0.021660861,46.582146,0,11.076097,43.715897,-0.0014580127,83.529976,11.076945,39.717571,-9.4704247
14.7,6.5589957,-0.022041505,46.582035,0,11.076097,44.015896,-0.0014795545,83.644905,11.075558,40.370209,-9.4704313
14.8,6.5601654,-0.022350093,46.509701,0,11.076097,44.315891,-0.0015209912,83.655136,11.075879,40.907101,-9.4699955
14.9,6.5644627,-0.02286974,46.126934,0,11.076097,44.615894,-0.0014906272,83.708481,11.076692,41.510239,-9.4700298
15.0,6.5630846,-0.023311056,46.11039,0,11.076097,44.915886,-0.0015581814,83.678879,11.076428,42.07655,-9.4698229
15.1,6.5548263,-0.023939924,45.913319,0,11.076097,45.215881,-0.0015649603,83.576111,11.076612,42.65596,-9.4695444
15.2,6.5519238,-0.024259804,45.640888,0,11.076097,45.515877,-0.001606928,83.551773,11.076388,43.201096,-9.4693546
15.3,6.5597863,-0.024655027,45.538246,0,11.076097,45.81588,-0.0016571367,83.661682,11.076182,43.830597,-9.4694252
15.4,6.5625954,-0.024979975,45.168297,0,11.076097,46.115883,-0.0016711255,83.69973,11.075721,44.406342,-9.4688997
15.5,6.562396,-0.025112804,44.923031,0,11.076097,46.415886,-0.0016989205,83.712593,11.076101,45.053322,-9.4687414
15.6,6.5638094,-0.025890583,44.660988,0,11.076097,46.715889,-0.0016991207,83.722015,11.075766,45.591743,-9.4683962
15.7,6.5685439,-0.026006198,44.512257,0,11.076097,47.015892,-0.001739167,83.769005,11.075837,46.22229,-9.4683094
15.8,6.5677204,-0.026543362,44.126511,0,11.076097,47.315899,-0.0017389744,83.755386,11.077798,46.748367,-9.4681406
15.9,6.5634394,-0.02708297,43.974735,0,11.076097,47.615898,-0.0017911635,83.705772,11.076197,47.353474,-9.4681005
16.0,6.5632935,-0.027204366,43.579952,0,11.076097,47.915894,-0.0018293252,83.707161,11.075761,47.958984,-9.4679337
16.1,6.5511589,-0.027577136,43.431763,0,11.076097,48.215885,-0.0018470407,83.567657,11.076126,48.513226,-9.4673758
16.2,6.5522313,-0.027677458,42.998127,0,11.076097,48.515884,-0.0018670361,83.589165,11.076181,49.041992,-9.4673395
16.3,6.5570364,-0.028065436,42.868858,0,11.076097,48.81588,-0.0018460982,83.645203,11.075441,49.60817,-9.4673042
16.4,6.5588713,-0.028404735,42.416687,0,11.076097,49.115875,-0.0018995334,83.673569,11.076396,50.141129,-9.4672222
16.5,6.5564575,-0.028904656,42.057281,0,11.076097,49.415882,-0.0019023945,83.629967,11.076209,50.662735,-9.4670191
16.6,6.5573244,-0.029037906,41.81398,0,11.076097,49.715881,-0.0019185264,83.641579,11.076536,51.207813,-9.4666357
16.7,6.5539923,-0.029368384,41.238052,0,11.076097,50.015884,-0.0019666788,83.602669,11.075616,51.80711,-9.4664288
16.8,6.5509033,-0.029757896,40.972023,0,11.076097,50.315891,-0.001992241,83.570854,11.076193,52.296654,-9.4662113
16.9,6.5420518,-0.02993032,40.637016,0,11.076097,50.615891,-0.0020218247,83.455666,11.077018,52.767593,-9.466114
17.0,6.5430169,-0.029961476,40.443989,0,11.076097,50.915894,-0.0019701582,83.479973,11.075507,53.241791,-9.466011
17.1,6.5383391,-0.03021138,39.9468,0,11.076097,51.215893,-0.0020212533,83.435318,11.076518,53.759922,-9.4658623
17.2,6.5455542,-0.030455932,39.530388,0,11.076097,51.515888,-0.0019960783,83.525063,11.075486,54.222862,-9.4655828
17.3,6.544879,-0.030671809,39.255585,0,11.076097,51.815884,-0.0020289582,83.505531,11.076345,54.637356,-9.4652691
17.4,6.5439129,-0.030814558,38.633469,0,11.076097,52.115879,-0.0020623794,83.499008,11.075933,55.186546,-9.465003
17.5,6.5446267,-0.031054912,38.554588,0,11.076097,52.415878,-0.0020741436,83.486671,11.076163,55.617249,-9.4651852
17.6,6.5321302,-0.031429797,37.920403,0,11.076097,52.715878,-0.0021181616,83.335335,11.076667,56.032921,-9.4649706
17.7,6.529048,-0.031680148,37.84053,0,11.076097,53.015881,-0.0020881419,83.305428,11.075759,56.478886,-9.4649153
17.8,6.527689,-0.031625442,37.210831,0,11.076097,53.315887,-0.0021174331,83.306892,11.077325,56.882404,-9.4649878
17.9,6.5248637,-0.031741787,36.823097,0,11.076097,53.615887,-0.0020842182,83.274055,11.076027,57.320965,-9.4640236
18.0,6.5240455,-0.031663842,36.389305,0,11.076097,53.91589,-0.0020897465,83.26181,11.076117,57.705292,-9.4642372
18.1,6.5265422,-0.031666897,36.313255,0,11.076097,54.215897,-0.0021154005,83.274918,11.076461,58.081367,-9.4639921
18.2,6.5321765,-0.031736583,35.547169,0,11.076097,54.515896,-0.0021250369,83.341782,11.075799,58.483326,-9.4637308
18.3,6.5297556,-0.031817272,35.499004,0,11.076097,54.815891,-0.0021428154,83.313614,11.076884,58.884686,-9.4636774
18.4,6.5332952,-0.032178193,34.996571,0,11.076097,55.115891,-0.0021268949,83.357994,11.076257,59.184219,-9.4632225
18.5,6.5397544,-0.032129083,34.665825,0,11.076097,55.415886,-0.0021481519,83.443375,11.075686,59.608212,-9.4631481
18.6,6.5329895,-0.032318771,34.032196,0,11.076097,55.715881,-0.0021118196,83.364624,11.075804,59.980042,-9.462882
18.7,6.5282893,-0.032094713,33.783226,0,11.076097,56.015877,-0.0021271231,83.312714,11.076048,60.247395,-9.4628048
18.8,6.5238547,-0.032347374,33.772461,0,11.076097,56.31588,-0.0021621333,83.253075,11.076178,60.641724,-9.4627314
18.9,6.5205927,-0.032573849,32.99218,0,11.076097,56.615883,-0.0021735183,83.205627,11.076546,60.946712,-9.4623289
19.0,6.5280156,-0.032313608,32.855541,0,11.076097,56.915886,-0.0021776634,83.295494,11.076059,61.189129,-9.4623499
19.1,6.5224099,-0.032819707,32.512753,0,11.076097,57.215889,-0.0021778177,83.214272,11.07593,61.536705,-9.4622555
19.2,6.5146427,-0.033051815,31.926315,0,11.076097,57.515892,-0.0022146625,83.135384,11.076561,61.782318,-9.4617758
19.3,6.5108576,-0.033106823,31.884232,0,11.076097,57.815899,-0.0021723378,83.080132,11.076001,61.977154,-9.4618006
19.4,6.5072036,-0.033416953,31.882412,0,11.076097,58.115898,-0.0022009804,83.041084,11.076434,62.308968,-9.4615459
19.5,6.5091133,-0.033435207,31.88233,0,11.076097,58.415894,-0.0022233126,83.075172,11.077107,62.52425,-9.4612522
19.6,6.5127115,-0.033571843,31.782097,0,11.076097,58.715893,-0.0022400299,83.127602,11.076516,62.710148,-9.4612856
19.7,6.511807,-0.033305332,30.928453,0,11.076097,59.015884,-0.0022486008,83.105072,11.076463,63.012218,-9.461134
19.8,6.5103545,-0.033833362,30.874046,0,11.076097,59.31588,-0.0022417663,83.080368,11.076228,63.149799,-9.4606829
19.9,6.5096912,-0.033621386,30.871691,0,11.076097,59.615879,-0.0022578561,83.042343,11.076324,63.347477,-9.4608841
20.0,6.5028272,-0.034178294,30.871584,0,11.076097,59.915882,-0.0022480034,82.960663,11.075834,63.560204,-9.4606371
20.1,6.498126,-0.034109328,30.871584,0,11.076097,60.215881,-0.0022562398,82.914528,11.07662,63.724934,-9.4603319
20.2,6.4959855,-0.03443782,30.871584,0,11.076097,60.515884,-0.0022943162,82.906204,11.075975,64.036407,-9.460043
20.3,6.5004377,-0.034217779,30.871584,0,11.076097,60.815891,-0.0022955243,82.958992,11.075778,64.083374,-9.4600277
20.4,6.4951034,-0.03418003,30.871584,0,11.076097,61.115894,-0.0023005165,82.906532,11.076288,64.328506,-9.4595699
20.5,6.4996877,-0.034425322,30.871584,0,11.076097,61.415897,-0.0022760427,82.962608,11.075761,64.43351,-9.4595871
20.6,6.5051379,-0.034493458,30.871584,0,11.076097,61.715893,-0.0023110555,83.016426,11.076223,64.657814,-9.4596033
20.7,6.4935746,-0.034996834,30.871584,0,11.076097,62.015888,-0.0022894277,82.863457,11.076925,64.817513,-9.4591694
20.8,6.4971833,-0.03476369,30.871584,0,11.076097,62.315884,-0.0023019412,82.903473,11.075374,64.984871,-9.4589109
20.9,6.4888315,-0.035163365,30.871584,0,11.076097,62.615879,-0.0023398155,82.802139,11.076923,65.041962,-9.4584827
21.0,6.4884868,-0.034931075,31.100031,0,11.076097,62.915878,-0.0023245455,82.81134,11.075936,65.205994,-9.458745
21.1,6.4908204,-0.035235211,31.487368,0,11.076097,63.215878,-0.0023715005,82.848381,11.076433,65.390297,-9.4585953
21.2,6.4905505,-0.035506219,31.85103,0,11.076097,63.515884,-0.0023447769,82.860359,11.075858,65.498039,-9.45858
21.3,6.4968777,-0.035509981,31.88097,0,11.076097,63.815887,-0.0023918794,82.939842,11.076769,65.566299,-9.4584265
21.4,6.4939408,-0.035714138,31.882269,0,11.076097,64.115891,-0.0023482922,82.873398,11.076944,65.68367,-9.4581423
21.5,6.4899712,-0.035667609,32.484406,0,11.076097,64.415894,-0.0023552016,82.821846,11.076794,65.806648,-9.4575043
