Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm)
0.0,1.2019114,0.028325958,0.0,0,11.076097,0.0015617122,0.0019092042,15.273252,11.076106,21.922302,-9.1224566
0.1,1.199842,0.0088554202,0.0,0,11.076097,0.2196244,0.00061935547,15.269975,11.075922,21.971647,-9.4667349
0.2,1.1913264,0.0066094627,0.0,0,11.076097,0.51607919,0.00043031244,15.160663,11.075405,21.990698,-9.4875898
0.3,1.1831489,0.0062858923,0.0,0,11.076097,0.8159247,0.00045639768,15.05583,11.076954,21.958736,-9.4897966
0.4,1.1767502,0.0062154043,0.0,0,11.076097,1.1159177,0.00039601987,14.973663,11.076739,21.960178,-9.4903355
0.5,1.17544,0.0064243311,0.0,0,11.076097,1.4159182,0.0004492703,14.970463,11.076375,21.90036,-9.4905005
0.6,1.1721256,0.0068236059,0.0,0,11.076097,1.7159175,0.00043727522,14.927608,11.076064,21.923967,-9.4905424
0.7,1.1645429,0.0067393985,0.0,0,11.076097,2.0159183,0.00046163306,14.815256,11.07618,21.918398,-9.4902287
0.8,1.1595299,0.0067516798,0.0,0,11.076097,2.3159175,0.0004298189,14.761596,11.075891,21.934061,-9.4901867
0.9,1.1546987,0.0067835548,0.0,0,11.076097,2.615917,0.00045400564,14.70624,11.077218,22.03603,-9.4902115
1.0,1.1490384,0.006750809,0.0,0,11.076097,2.9159179,0.00043148245,14.616383,11.076198,21.937513,-9.4899683
1.1,1.1465949,0.0067891818,0.0,0,11.076097,3.2159166,0.00044596987,14.600349,11.076502,21.92498,-9.4900665
1.2,1.1380652,0.0065688281,0.0,0,11.076097,3.5159178,0.00043100369,14.485467,11.076505,21.948799,-9.4895039
1.3,1.1390909,0.006708174,0.0,0,11.076097,3.815917,0.00045552338,14.502327,11.0767,21.982363,-9.4893017
1.4,1.1351855,0.0065079383,0.0,0,11.076097,4.1159167,0.00043229148,14.449576,11.075707,22.000574,-9.4890022
1.5,1.1315061,0.0066595878,0.0,0,11.076097,4.4159174,0.00045461589,14.402324,11.076602,21.978842,-9.4886513
1.6,1.1311007,0.0068098688,0.0,0,11.076097,4.7159162,0.0004633764,14.395806,11.07628,21.953407,-9.4886742
1.7,1.129501,0.0068854308,0.0,0,11.076097,5.0159173,0.00046486317,14.362289,11.07672,21.992765,-9.4883633
1.8,1.124306,0.0066634314,0.0,0,11.076097,5.315917,0.00047805821,14.309209,11.076094,21.929317,-9.4881773
1.9,1.1194482,0.0068605249,0.0,0,11.076097,5.6159167,0.00045133519,14.26245,11.075666,21.895857,-9.4880095
2.0,1.115258,0.0065690284,0.0,0,11.076097,5.9159164,0.00046426407,14.209515,11.076326,21.930077,-9.4875031
2.1,1.1189671,0.00690421,0.0,0,11.076097,6.2159157,0.00044533378,14.249014,11.076705,21.891674,-9.4871101
2.2,1.1140906,0.0066452208,0.0,0,11.076097,6.5159173,0.00046295067,14.192323,11.076794,21.915667,-9.4871826
2.3,1.1090924,0.006748138,0.0,0,11.076097,6.8159165,0.00042094031,14.127563,11.077125,21.973993,-9.4870157
2.4,1.1117382,0.0066281622,0.0,0,11.076097,7.1159163,0.00045256846,14.149071,11.076679,21.963802,-9.4868727
2.5,1.1052712,0.0066879527,0.0,0,11.076097,7.4159169,0.00042482582,14.071412,11.075746,21.990215,-9.4866161
2.6,1.1069679,0.006524066,0.0,0,11.076097,7.7159147,0.00043386672,14.07995,11.076402,21.919186,-9.4863653
2.7,1.1018649,0.0067262864,0.0,0,11.076097,8.0159178,0.00042618328,14.032831,11.075898,21.933071,-9.4863558
2.8,1.1070081,0.0065483646,0.0,0,11.076097,8.3159151,0.00043458265,14.086315,11.07607,21.94603,-9.4862432
2.9,1.1057451,0.0068257563,0.0,0,11.076097,8.6159153,0.00043560972,14.07283,11.077064,22.008801,-9.4859743
3.0,1.1071306,0.0067176362,0.0,0,11.076097,8.9159174,0.00044894964,14.096358,11.076158,21.99099,-9.48629
3.1,1.1135234,0.0067964201,0.0,0,11.076097,9.2159157,0.00044698876,14.177354,11.07546,21.95047,-9.4862604
3.2,1.1081078,0.006752999,0.0,0,11.076097,9.5159168,0.00046587363,14.104953,11.076435,21.94219,-9.4862843
3.3,1.0978574,0.006539844,0.0,0,11.076097,9.8159151,0.00045434886,13.986962,11.075269,21.851572,-9.4858656
3.4,1.0927007,0.0066460003,0.0,0,11.076097,10.115916,0.00045317097,13.905537,11.076501,21.985252,-9.4856901
3.5,1.0939456,0.0066680275,0.0,0,11.076097,10.415916,0.00046262,13.919152,11.07664,21.919132,-9.4858532
3.6,1.0942856,0.0068397801,0.0,0,11.076097,10.715913,0.00045369958,13.916964,11.076187,21.959063,-9.4856472
3.7,1.0883917,0.0068576029,0.0,0,11.076097,11.015916,0.00048519266,13.852338,11.075948,21.998711,-9.4851036
3.8,1.092119,0.0068497271,0.0,0,11.076097,11.315916,0.00044235846,13.893624,11.075578,21.90287,-9.4847775
3.9,1.0875099,0.0065252814,0.0,0,11.076097,11.615913,0.00046149449,13.849826,11.075525,21.931704,-9.4844589
4.0,1.0838165,0.0067375815,0.0,0,11.076097,11.915915,0.00042637467,13.792881,11.076523,21.904514,-9.4846115
4.1,1.08138,0.0065021212,0.0,0,11.076097,12.215913,0.00045371783,13.756815,11.076415,22.032019,-9.4846525
4.2,1.0757596,0.0068578641,0.0,0,11.076097,12.515917,0.00043529738,13.687627,11.076955,21.916561,-9.4841442
4.3,1.0814651,0.0066872169,0.0,0,11.076097,12.815916,0.00045343486,13.779228,11.076532,21.977602,-9.4840355
4.4,1.0861138,0.0067147501,0.0,0,11.076097,13.115913,0.0004280938,13.82551,11.077144,21.918743,-9.4839382
4.5,1.0756103,0.0065021454,0.0,0,11.076097,13.415915,0.00043481577,13.678653,11.076236,21.975281,-9.4836416
4.6,1.073638,0.0065167635,0.0,0,11.076097,13.715914,0.00042533808,13.666214,11.075908,21.963118,-9.4829216
4.7,1.0710119,0.0065280064,0.0,0,11.076097,14.015915,0.00044046552,13.639239,11.075969,21.914724,-9.4828825
4.8,1.0692768,0.0065218345,0.0,0,11.076097,14.315915,0.00042992557,13.609516,11.076668,21.906557,-9.4827795
4.9,1.0634121,0.0066037476,0.0,0,11.076097,14.615913,0.00045103606,13.538788,11.076373,21.879637,-9.4825993
5.0,1.0657022,0.006439623,0.0,0,11.076097,14.915915,0.00043088951,13.580402,11.076973,21.95809,-9.4825573
5.1,1.0646931,0.0064940602,0.0,0,11.076097,15.215914,0.0004494318,13.571799,11.076156,21.953587,-9.4822941
5.2,1.0622462,0.0063502095,0.0,0,11.076097,15.515913,0.00044309467,13.517267,11.076344,21.991596,-9.4821997
5.3,1.0626163,0.0068230517,0.0,0,11.076097,15.815915,0.00044743018,13.530992,11.076185,21.971964,-9.4818897
5.4,1.0622284,0.006528215,0.0,0,11.076097,16.115911,0.0004693114,13.517491,11.076749,21.939264,-9.481822
5.5,1.0569997,0.0068277698,0.0,0,11.076097,16.415913,0.00043851929,13.44947,11.076529,21.945898,-9.4816113
5.6,1.0612034,0.0065643103,0.0,0,11.076097,16.715914,0.00047090472,13.498816,11.076334,21.96596,-9.4816942
5.7,1.0589668,0.0067943847,0.0,0,11.076097,17.015915,0.0004338146,13.467985,11.07551,21.974516,-9.4813929
5.8,1.054921,0.0066026105,0.0,0,11.076097,17.315914,0.00045887422,13.414241,11.076324,21.976685,-9.4814529
5.9,1.056776,0.0069675762,0.0,0,11.076097,17.615917,0.00044963454,13.457705,11.07553,21.915344,-9.4810448
6.0,1.0525405,0.006782989,0.0,0,11.076097,17.915916,0.00046523951,13.392992,11.076247,21.977854,-9.4808035
6.1,1.0535411,0.0068284804,0.0,0,11.076097,18.215914,0.00044002794,13.416291,11.075657,21.99143,-9.4808311
6.2,1.0505707,0.0068073524,0.0,0,11.076097,18.515913,0.00045180687,13.379738,11.076571,21.957895,-9.4807653
6.3,1.0497051,0.0065568732,0.0,0,11.076097,18.815916,0.0004284099,13.369915,11.076156,21.990065,-9.4806652
6.4,1.050099,0.0066667967,0.0,0,11.076097,19.115913,0.00045123807,13.382028,11.0762,21.897303,-9.480442
6.5,1.0433381,0.0069143805,0.0,0,11.076097,19.415916,0.00045652152,13.281446,11.07603,21.988047,-9.4797478
6.6,1.0498235,0.0065148608,0.0,0,11.076097,19.71591,0.00043871682,13.362152,11.076526,22.050026,-9.4796619
6.7,1.0472304,0.0066454248,0.0,0,11.076097,20.015913,0.00044796735,13.332194,11.075909,21.904375,-9.4794626
6.8,1.0442927,0.0067454353,0.0,0,11.076097,20.315914,0.00045882206,13.299518,11.075983,21.917776,-9.4794102
6.9,1.0455296,0.0067997365,0.0,0,11.076097,20.615911,0.0004664989,13.309159,11.077279,21.933949,-9.4795132
7.0,1.0412179,0.0065633915,0.0,0,11.076097,20.915916,0.00044122909,13.252375,11.077664,21.980892,-9.4791346
7.1,1.037841,0.0064108586,0.0,0,11.076097,21.215914,0.00045101804,13.196709,11.07605,21.911812,-9.4786758
7.2,1.0412463,0.0068673077,0.0,0,11.076097,21.515915,0.00044561687,13.265867,11.0754,21.978342,-9.4786711
