Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm)
0.0,1.0641956,0.36180076,0.0,0,11.076097,0.0016614936,0.024430994,13.234362,11.075963,12.35861,-9.115819
0.1,1.0659034,0.023061775,0.0,0,11.076097,0.21958952,0.0015515983,13.546445,11.076721,12.297299,-9.4594879
0.2,1.0608164,-0.0036915732,0.0,0,11.076097,0.5160355,-0.00020218811,13.51452,11.076212,12.309896,-9.4802618
0.3,1.0596634,-0.0044143507,0.0,0,11.076097,0.81588209,-0.00029655677,13.505135,11.076073,12.36721,-9.4823933
0.4,1.0554976,-0.0042810468,0.0,0,11.076097,1.1158763,-0.00031453924,13.455937,11.076278,12.378084,-9.4829454
0.5,1.054304,-0.0045313342,0.0,0,11.076097,1.4158745,-0.00028939429,13.435145,11.076134,12.34389,-9.4830828
0.6,1.0479642,-0.0042678718,0.0,0,11.076097,1.7158763,-0.00029624064,13.346056,11.076428,12.384474,-9.4833555
0.7,1.0453812,-0.0041844817,0.0,0,11.076097,2.0158749,-0.0002916262,13.327134,11.07565,12.389098,-9.4830723
0.8,1.0360576,-0.0042393235,0.0,0,11.076097,2.3158758,-0.00029538228,13.197151,11.075177,12.389038,-9.482975
0.9,1.0396854,-0.0042417957,0.0,0,11.076097,2.6158757,-0.00025478777,13.246692,11.075949,12.300794,-9.4828548
1.0,1.0315123,-0.004225519,0.0,0,11.076097,2.9158742,-0.00026917527,13.140354,11.076064,12.259911,-9.4825668
1.1,1.0266727,-0.0041317227,0.0,0,11.076097,3.2158763,-0.00030613272,13.086227,11.076746,12.400862,-9.4826574
1.2,1.0204768,-0.0044858516,0.0,0,11.076097,3.5158749,-0.00026170435,13.003837,11.075994,12.337968,-9.4822206
1.3,1.0148038,-0.0041234158,0.0,0,11.076097,3.8158748,-0.00027648525,12.930476,11.077056,12.340724,-9.4818602
1.4,1.0096823,-0.0041248254,0.0,0,11.076097,4.1158757,-0.00030332405,12.855202,11.07615,12.397964,-9.4813776
1.5,1.0089663,-0.0045554838,0.0,0,11.076097,4.415874,-0.00028771264,12.860046,11.076676,12.410806,-9.4814663
1.6,1.0048097,-0.0041977298,0.0,0,11.076097,4.7158766,-0.00028449905,12.798802,11.076589,12.392647,-9.4810934
1.7,1.005776,-0.0041949949,0.0,0,11.076097,5.0158749,-0.00028331749,12.810152,11.076256,12.350608,-9.481081
1.8,1.0014001,-0.0044459892,0.0,0,11.076097,5.3158751,-0.00030733208,12.76118,11.076525,12.335032,-9.4807491
1.9,0.9977321,-0.0045632422,0.0,0,11.076097,5.6158757,-0.00027300135,12.709243,11.076203,12.385001,-9.4803324
2.0,0.9991402,-0.0043505076,0.0,0,11.076097,5.915874,-0.00027775668,12.728226,11.076794,12.416842,-9.4799623
2.1,0.99644482,-0.0042187786,0.0,0,11.076097,6.2158766,-0.00030486539,12.688934,11.07632,12.402308,-9.4802494
2.2,0.99359292,-0.0045736893,0.0,0,11.076097,6.5158744,-0.00026570685,12.662406,11.076099,12.415262,-9.4799709
2.3,0.99148518,-0.0041209282,0.0,0,11.076097,6.8158755,-0.00027828512,12.619576,11.076577,12.391441,-9.4795609
