Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm)
0.0,0.93992245,0.80896538,0.0,0,11.076097,0.001588269,0.055718437,11.335608,11.076672,22.496986,-9.122633
0.1,0.94234574,0.035645723,0.0,0,11.076097,0.21959245,0.0024396633,11.960112,11.076227,22.514313,-9.4612713
0.2,0.93278039,0.0021650351,0.0,0,11.076097,0.51604259,0.00018618054,11.876644,11.076581,22.509563,-9.4818268
0.3,0.92796588,0.00085286365,0.0,0,11.076097,0.81588882,6.8777954e-05,11.817707,11.075912,22.512138,-9.483551
0.4,0.92010385,0.00086714717,0.0,0,11.076097,1.115883,3.8242073e-05,11.703171,11.07641,22.514893,-9.4841681
0.5,0.91334236,0.00090047589,0.0,0,11.076097,1.415882,9.7840224e-05,11.625585,11.076405,22.497101,-9.4838743
0.6,0.90471196,0.00076157623,0.0,0,11.076097,1.715883,6.1015082e-05,11.520497,11.077024,22.466505,-9.4839115
0.7,0.90215212,0.00099964754,0.0,0,11.076097,2.015882,3.4335641e-05,11.473328,11.077075,22.470016,-9.4837141
0.8,0.91413659,0.00066691928,0.0,0,11.076097,2.3158817,6.6977969e-05,11.653929,11.076939,22.493538,-9.4849405
0.9,0.9057833,0.00075329334,0.0,0,11.076097,2.6158831,3.43307e-05,11.546026,11.076232,22.496202,-9.4848938
1.0,0.90891516,0.00093308243,0.0,0,11.076097,2.9158816,3.7406047e-05,11.571745,11.075868,22.510994,-9.4848175
1.1,0.89741117,0.00076834776,0.0,0,11.076097,3.2158828,5.3599379e-05,11.434281,11.075912,22.536949,-9.4844971
1.2,0.89332688,0.00074206741,0.0,0,11.076097,3.515882,4.4355358e-05,11.369771,11.076324,22.559381,-9.4843693
1.3,0.90097308,0.0010024505,0.0,0,11.076097,3.8158815,5.8264362e-05,11.461433,11.076376,22.506514,-9.4847403
1.4,0.90212089,0.00074542296,0.0,0,11.076097,4.1158824,3.3591834e-05,11.480586,11.076411,22.470358,-9.4848213
