Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm)
0.0,1.0471957,0.16045763,0.0,0,11.076097,0.0011005693,0.010786728,13.206076,11.075941,12.844309,-9.1564217
0.1,1.0471827,0.022685342,0.0,0,11.076097,0.21956275,0.0015135689,13.31173,11.076029,12.818413,-9.4741182
0.2,1.0413872,0.00098305941,0.0,0,11.076097,0.51603574,5.7240777e-05,13.241384,11.076204,12.890332,-9.4923353
0.3,1.0371125,-0.00015195885,0.0,0,11.076097,0.81588131,-1.7871385e-05,13.200068,11.07551,12.891091,-9.4937305
0.4,1.0360608,-8.5879568e-05,0.0,0,11.076097,1.1158748,2.588289e-05,13.194991,11.075879,12.887084,-9.4941406
0.5,1.0357649,4.5288012e-05,0.0,0,11.076097,1.4158756,3.0232936e-06,13.189106,11.076642,12.866618,-9.4946146
0.6,1.0262684,-0.00023712462,0.0,0,11.076097,1.7158742,-5.8966903e-05,13.068269,11.076403,12.833586,-9.4945526
0.7,1.0202121,-0.00028192395,0.0,0,11.076097,2.0158763,-4.5319148e-06,12.987171,11.077187,12.870275,-9.494565
0.8,1.0132095,-0.00034770177,0.0,0,11.076097,2.3158743,-1.0094904e-05,12.919814,11.077123,12.850416,-9.4941845
0.9,1.0040898,0.00017596794,0.0,0,11.076097,2.6158743,2.0872747e-05,12.786439,11.076562,12.83265,-9.4936123
1.0,1.0024048,-9.969814e-05,0.0,0,11.076097,2.9158757,-3.9629773e-05,12.761196,11.076596,12.860103,-9.4932947
1.1,1.0044669,-0.00041621961,0.0,0,11.076097,3.2158744,-4.7562544e-06,12.805972,11.077112,12.800489,-9.4933643
1.2,0.99746263,-2.1063458e-06,0.0,0,11.076097,3.5158761,-6.1557221e-06,12.69051,11.077269,12.830015,-9.4932632
1.3,1.0020405,-0.00012636954,0.0,0,11.076097,3.8158743,-5.4131292e-06,12.760579,11.076834,12.776533,-9.493268
