level_0,index,Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm)
2306,2306,178.7215,1.1167189,0.024205079,0.0,0,9.7898636,0.0,0.0017463334,14.045982,9.877718,400.00043,-9.26439
2307,2307,178.7217,1.1996058,0.030977679,0.0,0,9.7868633,0.0,0.0018212206,15.116018,9.8714676,400.00043,-9.2644329
2308,2308,178.7219,1.2826916,0.026544316,0.0,0,9.783864,0.0,0.0017521579,16.152922,9.868722,400.00043,-9.2643652
2309,2309,178.7221,1.3502213,0.027978819,0.0,0,9.7808638,0.0,0.0019969412,17.019979,9.8684883,400.00043,-9.264513
2310,2310,178.7223,1.4174926,0.034232784,0.0,0,9.7778635,0.0,0.0020369324,17.810869,9.8669424,400.00043,-9.2644377
2311,2311,178.7225,1.4899254,0.028987421,0.0,0,9.7748632,0.0,0.001869071,18.734737,9.8641529,400.00043,-9.2641754
2312,2312,178.7227,1.5505635,0.030651782,0.0,0,9.7718639,0.0,0.0022209657,19.630243,9.8631115,400.00043,-9.2643213
2313,2313,178.7229,1.5982512,0.03826189,0.0,0,9.7688637,0.0,0.0023737964,20.221033,9.861311,400.00043,-9.2640219
2314,2314,178.7231,1.6312518,0.034626059,0.0,0,9.7658634,0.0,0.002164046,20.594604,9.8578434,400.00043,-9.2632723
2315,2315,178.7233,1.6602362,0.034762893,0.0,0,9.7628632,0.0,0.0024636544,21.026241,9.8533554,400.00043,-9.2635269
2316,2316,178.7235,1.6795594,0.039583113,0.0,0,9.7598639,0.0,0.0025101635,21.327726,9.8502102,400.00043,-9.2637272
2317,2317,178.7237,1.6916337,0.034674734,0.0,0,9.7568636,0.0,0.0021628803,21.493189,9.8475199,400.00043,-9.2638083
2318,2318,178.7239,1.7019066,0.033203825,0.0,0,9.7538633,0.0,0.0024347578,21.693136,9.8452835,400.00043,-9.2642736
2319,2319,178.7241,1.7113371,0.037653521,0.0,0,9.7508631,0.0,0.0025197207,21.808649,9.8437939,400.00043,-9.2636051
2320,2320,178.7243,1.726599,0.034047324,0.0,0,9.7478638,0.0,0.0021167547,21.870573,9.8398495,400.00043,-9.2630939
2321,2321,178.7245,1.74352,0.032313932,0.0,0,9.7448635,0.0,0.0023176575,22.037161,9.8347588,400.00043,-9.2637739
2322,2322,178.7247,1.7706324,0.035271566,0.0,0,9.7418633,0.0,0.0024714388,22.457304,9.8314571,400.00043,-9.2638273
2323,2323,178.7249,1.8031746,0.033036672,0.0,0,9.7388639,0.0,0.0020717522,22.834387,9.8312435,400.00043,-9.2638731
2324,2324,178.7251,1.8186301,0.031921763,0.0,0,9.7358637,0.0,0.0022222709,22.955429,9.8303719,400.00043,-9.2638674
2325,2325,178.7253,1.812377,0.03388368,0.0,0,9.7328634,0.0,0.0024204077,22.968325,9.8291159,400.00043,-9.2633286
2326,2326,178.7255,1.8056499,0.032322582,0.0,0,9.7298632,0.0,0.002015566,22.941965,9.8260326,400.00043,-9.2636976
2327,2327,178.7257,1.8051431,0.030916557,0.0,0,9.7268629,0.0,0.0021118915,22.926163,9.8226967,400.00043,-9.2642479
2328,2328,178.7259,1.8155674,0.031723287,0.0,0,9.7238636,0.0,0.0023364455,23.029182,9.8185692,400.00043,-9.2643766
2329,2329,178.7261,1.8562945,0.031564545,0.0,0,9.7208633,0.0,0.0019904356,23.415993,9.8141861,400.00043,-9.2636023
2330,2330,178.7263,1.9327869,0.032022696,0.0,0,9.717864,0.0,0.0021181826,24.291389,9.8118629,400.00043,-9.263032
2331,2331,178.7265,2.035676,0.032079443,0.0,0,9.7148628,0.0,0.0023907027,25.576853,9.8105612,400.00043,-9.2630548
2332,2332,178.7267,2.1507435,0.033707552,0.0,0,9.7118626,0.0,0.0021689374,27.091898,9.808814,400.00043,-9.2634735
2333,2333,178.7269,2.2590122,0.036734771,0.0,0,9.7088633,0.0,0.0023056236,28.473742,9.8068638,400.00043,-9.2642269
2334,2334,178.7271,2.3553994,0.037879381,0.0,0,9.705864,0.0,0.0027004546,29.631485,9.8030062,400.00043,-9.2644291
2335,2335,178.7273,2.440572,0.043023527,0.0,0,9.7028637,0.0,0.0027967726,30.752169,9.7979574,400.00043,-9.2644377
2336,2336,178.7275,2.5179422,0.048214056,0.0,0,9.6998634,0.0,0.0030195441,31.7458,9.792861,400.00043,-9.2637014
2337,2337,178.7277,2.5961182,0.047171198,0.0,0,9.6968632,0.0,0.0032921296,32.768421,9.7906275,400.00043,-9.263114
2338,2338,178.7279,2.6877043,0.050260756,0.0,0,9.6938639,0.0,0.0033149754,33.896561,9.7868986,400.00043,-9.2632284
2339,2339,178.7281,2.7710505,0.053561576,0.0,0,9.6908636,0.0,0.0033803966,34.960888,9.7806454,400.00043,-9.2627745
2340,2340,178.7283,2.8387637,0.050824612,0.0,0,9.6878624,0.0,0.003577675,35.843227,9.7814178,400.00043,-9.2625456
2341,2341,178.7285,2.9150929,0.055378053,0.0,0,9.6848631,0.0,0.0036979064,36.798862,9.7814074,400.00043,-9.2620239
2342,2342,178.7287,3.001564,0.06028121,0.0,0,9.6818638,0.0,0.0037604633,37.909828,9.777771,400.00043,-9.2613106
