level_0,index,Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm)
2105,2105,178.6774,1.1616814,0.019568127,0.0,0,9.0629702,0.0,0.00092572276,12.768612,10.102651,391.41608,-9.2636976
2106,2106,178.6776,2.3388424,0.037014101,0.0,0,9.0337067,0.0,0.002339225,26.487375,10.067891,391.19647,-9.264616
2107,2107,178.6778,3.294322,0.069545425,0.0,0,9.0044422,0.0,0.004232638,39.786602,10.041567,390.97684,-9.2641001
2108,2108,178.678,3.647615,0.089952298,0.0,0,8.9751787,0.0,0.0054880907,45.707592,10.016812,390.75723,-9.2631693
2109,2109,178.6782,3.7650023,0.10903859,0.0,0,8.9459143,0.0,0.0071260454,47.410793,9.9849787,390.53763,-9.2617474
2110,2110,178.6784,3.8477933,0.14849289,0.0,0,8.9166508,0.0,0.009430158,48.311234,9.9481115,390.31802,-9.2607937
2111,2111,178.6786,3.885253,0.20680198,0.0,0,8.8873863,0.0,0.012758312,48.982777,9.9082308,390.09839,-9.2606506
2112,2112,178.6788,3.7021449,0.2773028,0.0,0,8.8581219,0.0,0.017807528,46.889599,9.8657923,389.87878,-9.260582
2113,2113,178.679,3.57318,0.33940932,0.0,0,8.8288584,0.0,0.022305042,44.662827,9.8189297,389.65918,-9.2613068
2114,2114,178.6792,3.7216477,0.38105527,0.0,0,8.7995939,0.0,0.024962073,45.710613,9.7666349,389.43958,-9.2613115
2115,2115,178.6794,3.8563297,0.42608342,0.0,0,8.7703304,0.0,0.028170913,47.60585,9.7140102,389.21994,-9.2606916
2116,2116,178.6796,3.7420969,0.48807293,0.0,0,8.7416534,0.0,0.032448102,46.512608,9.6643505,389.66962,-9.2611513
2117,2117,178.6798,3.7009945,0.54565984,0.0,0,8.7136879,0.0,0.036190674,45.405418,9.615057,390.78833,-9.2612495
2118,2118,178.68,3.9725089,0.57878333,0.0,0,8.6858492,0.0,0.038989462,47.898323,9.5703459,391.90701,-9.2612534
2119,2119,178.6802,4.1416583,0.59284806,0.0,0,8.6580172,0.0,0.040417034,50.527359,9.5317707,393.0257,-9.2612076
2120,2120,178.6804,3.8893588,0.61214167,0.0,0,8.6301851,0.0,0.041177802,48.512428,9.4929485,394.14438,-9.2610674
2121,2121,178.6806,3.5236461,0.64898485,0.0,0,8.6023531,0.0,0.043534193,43.734333,9.4547243,395.26309,-9.2610588
2122,2122,178.6808,3.5523376,0.69028926,0.0,0,8.574522,0.0,0.046832744,42.657719,9.4193134,396.38177,-9.2612591
2123,2123,178.681,3.8713479,0.71899253,0.0,0,8.546689,0.0,0.048704609,46.083519,9.3878117,397.50046,-9.2618876
2124,2124,178.6812,4.0878639,0.72843379,0.0,0,8.518857,0.0,0.049477305,49.185032,9.3566132,398.61914,-9.2617149
2125,2125,178.6814,4.1538963,0.73797959,0.0,0,8.4910259,0.0,0.050480645,50.09906,9.325778,399.73785,-9.2609434
2126,2126,178.6816,4.2323771,0.77846724,0.0,0,8.4631929,0.0,0.052598625,50.848015,9.2929268,400.85654,-9.2603321
2127,2127,178.6818,4.3161516,0.83771688,0.0,0,8.4353609,0.0,0.056337371,51.802952,9.2565718,401.97522,-9.2597046
2128,2128,178.682,4.2208629,0.8877812,0.0,0,8.4075298,0.0,0.060516655,50.968086,9.2179031,403.0939,-9.2594995
2129,2129,178.6822,4.005816,0.93306446,0.0,0,8.3796968,0.0,0.063699782,48.301571,9.1772661,404.21262,-9.2594957
2130,2130,178.6824,3.9134505,0.97216451,0.0,0,8.3518648,0.0,0.066148303,46.693531,9.136837,405.3313,-9.2597103
