level_0,index,Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm)
2276,2276,195.3489,0.54874051,0.0053866408,0.0,0,8.9459143,0.0,0.00023155288,6.5806022,9.9182167,450.00241,-9.2346544
2277,2277,195.3491,1.0212288,0.020731632,0.0,0,8.9166508,0.0,0.0012975411,11.471716,9.8735771,449.99884,-9.2349386
2278,2278,195.3493,1.8358886,0.057858407,0.0,0,8.8873863,0.0,0.0032567638,21.018831,9.8401127,449.99524,-9.2348022
2279,2279,195.3495,2.7806602,0.087662861,0.0,0,8.8581219,0.0,0.0053825402,32.759365,9.8119717,449.97308,-9.2341862
2280,2280,195.3497,3.6373641,0.1130466,0.0,0,8.8288584,0.0,0.0074659991,43.927387,9.7822952,449.95093,-9.2337713
2281,2281,195.3499,4.1533604,0.14234845,0.0,0,8.7995939,0.0,0.0090033496,51.307453,9.744669,449.92877,-9.2333498
2282,2282,195.3501,4.3197784,0.18479869,0.0,0,8.7703304,0.0,0.011513222,54.117611,9.7013426,449.90662,-9.2323132
2283,2283,195.3503,4.2392235,0.26261896,0.0,0,8.7416534,0.0,0.016728139,53.396709,9.6534472,449.88446,-9.2315044
2284,2284,195.3505,4.1421537,0.35002565,0.0,0,8.7136879,0.0,0.022497011,51.846153,9.6015778,449.8623,-9.2312737
2285,2285,195.3507,4.1842084,0.40115941,0.0,0,8.6858492,0.0,0.026354766,51.773403,9.5468283,449.84015,-9.2311268
2286,2286,195.3509,4.2721691,0.43427509,0.0,0,8.6580172,0.0,0.029086869,52.670231,9.4889488,449.81799,-9.231122
2287,2287,195.3511,4.2449284,0.48149738,0.0,0,8.6301851,0.0,0.031939518,52.502041,9.435813,449.79584,-9.2312641
2288,2288,195.3513,4.1882186,0.5406056,0.0,0,8.6023531,0.0,0.035602264,51.446758,9.3851223,449.77368,-9.2313604
2289,2289,195.3515,4.3924699,0.59605843,0.0,0,8.574522,0.0,0.039989531,52.950058,9.3389015,449.75153,-9.2315226
2290,2290,195.3517,4.7484641,0.62309515,0.0,0,8.546689,0.0,0.042341303,57.155869,9.2963161,449.72934,-9.2312899
2291,2291,195.3519,4.8138218,0.61973161,0.0,0,8.518857,0.0,0.042061202,58.911213,9.2533455,449.70718,-9.2309914
2292,2292,195.3521,4.525476,0.62668955,0.0,0,8.4910259,0.0,0.042550426,56.099079,9.2135849,449.68503,-9.2312813
2293,2293,195.3523,4.1979051,0.66727585,0.0,0,8.4631929,0.0,0.044972017,51.7897,9.176755,449.66287,-9.2321692
