level_0,index,Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm)
2272,2272,195.3472,0.8410868,0.017981397,0.0,0,9.0629702,0.0,0.0010300012,9.5976896,10.111928,454.34476,-9.2380161
2273,2273,195.3474,1.8703681,0.024902852,0.0,0,9.0337067,0.0,0.0013390308,20.404528,10.076974,454.43579,-9.2381201
2274,2274,195.3476,3.3799698,0.050976045,0.0,0,9.0044422,0.0,0.0031858368,39.002113,10.046556,454.52679,-9.2373791
2275,2275,195.3478,4.4708271,0.085987456,0.0,0,8.9751787,0.0,0.0053045307,54.308613,10.025369,454.6178,-9.2365656
2276,2276,195.348,4.9271941,0.10539004,0.0,0,8.9459143,0.0,0.0065962831,61.505787,10.001901,454.70883,-9.2357969
2277,2277,195.3482,5.0948868,0.12657766,0.0,0,8.9166508,0.0,0.0082703605,64.049332,9.9702911,454.79984,-9.2346926
2278,2278,195.3484,5.2204432,0.17033735,0.0,0,8.8873863,0.0,0.010836039,65.446014,9.9333467,455.02383,-9.2338257
2279,2279,195.3486,5.2267957,0.23278782,0.0,0,8.8581219,0.0,0.014580264,65.728668,9.8955774,455.38086,-9.2340479
2280,2280,195.3488,5.0502009,0.30057985,0.0,0,8.8288584,0.0,0.019501708,63.524624,9.8559952,455.73788,-9.2339706
2281,2281,195.349,4.983036,0.34948167,0.0,0,8.7995939,0.0,0.023174647,61.931065,9.810935,456.09491,-9.2341232
2282,2282,195.3492,5.2544656,0.3740631,0.0,0,8.7703304,0.0,0.024750289,64.49778,9.7643948,456.45193,-9.2349472
2283,2283,195.3494,5.4687819,0.40470919,0.0,0,8.7416534,0.0,0.026857371,67.476891,9.7177305,456.80893,-9.2348881
2284,2284,195.3496,5.430028,0.45746234,0.0,0,8.7136879,0.0,0.030371835,67.265419,9.6707821,457.16595,-9.2342901
2285,2285,195.3498,5.4838533,0.51225501,0.0,0,8.6858492,0.0,0.033925902,67.172005,9.6301126,457.52298,-9.2334929
2286,2286,195.35,5.7229548,0.54437208,0.0,0,8.6580172,0.0,0.036628652,69.635124,9.5917358,457.88,-9.232646
2287,2287,195.3502,5.8036904,0.55186117,0.0,0,8.6301851,0.0,0.037624277,71.258522,9.5543308,458.23703,-9.2319975
2288,2288,195.3504,5.5562372,0.561225,0.0,0,8.6023531,0.0,0.037805561,68.991379,9.5204,458.59402,-9.2318811
2289,2289,195.3506,5.286869,0.59526855,0.0,0,8.574522,0.0,0.039827235,65.227066,9.4872904,458.95105,-9.2332716
2290,2290,195.3508,5.3619695,0.6448769,0.0,0,8.546689,0.0,0.043452267,64.899101,9.4538851,459.30807,-9.2341681
2291,2291,195.351,5.7285862,0.68633866,0.0,0,8.518857,0.0,0.046289101,68.738586,9.423234,459.6651,-9.2340603
2292,2292,195.3512,6.0247564,0.70471323,0.0,0,8.4910259,0.0,0.047789555,72.625076,9.3941565,460.02209,-9.2340784
2293,2293,195.3514,6.0746789,0.71646541,0.0,0,8.4631929,0.0,0.048916824,73.740448,9.3595753,460.37912,-9.2341518
2294,2294,195.3516,6.0180635,0.75648201,0.0,0,8.4353609,0.0,0.051044565,73.021912,9.3241091,460.73615,-9.2333326
2295,2295,195.3518,5.9958525,0.81917804,0.0,0,8.4075298,0.0,0.054987133,72.321136,9.2869234,461.09317,-9.2331114
2296,2296,195.352,5.9483395,0.87436366,0.0,0,8.3796968,0.0,0.059458751,71.582497,9.2469759,461.4502,-9.233285
2297,2297,195.3522,5.8659,0.91921878,0.0,0,8.3518648,0.0,0.062745929,70.359085,9.2065792,461.80719,-9.2340155
2298,2298,195.3524,5.825572,0.95306861,0.0,0,8.3240337,0.0,0.064959258,69.531639,9.1651897,462.16422,-9.2345438
2299,2299,195.3526,5.8685045,0.98182905,0.0,0,8.2962017,0.0,0.067350663,69.714409,9.1223459,462.52124,-9.2331467
2300,2300,195.3528,5.9693766,1.0266302,0.0,0,8.2683697,0.0,0.070331849,70.608421,9.0814466,462.87827,-9.2321939
2301,2301,195.353,6.0526052,1.0710391,0.0,0,8.2405376,0.0,0.073203124,71.515381,9.0428238,463.23526,-9.2322378
2302,2302,195.3532,6.070323,1.09084,0.0,0,8.2127056,0.0,0.075276546,71.70713,9.0053139,463.59229,-9.2322245
2303,2303,195.3534,6.0444226,1.1114563,0.0,0,8.1848736,0.0,0.076864026,71.434715,8.9694014,463.94931,-9.2322378
2304,2304,195.3536,6.0032125,1.1434617,0.0,0,8.1570415,0.0,0.0785418,70.839302,8.9339161,464.30634,-9.2319794
2305,2305,195.3538,5.9378595,1.1711936,0.0,0,8.1292095,0.0,0.080765486,69.914665,8.9034433,464.66336,-9.2323208
2306,2306,195.354,5.9094014,1.2038981,0.0,0,8.1013775,0.0,0.083399355,69.269211,8.8743362,465.02036,-9.2334499
2307,2307,195.3542,6.0198803,1.2330934,0.0,0,8.0735455,0.0,0.085222051,70.016144,8.8454094,465.37738,-9.233902
2308,2308,195.3544,6.2159109,1.2474409,0.0,0,8.0462685,0.0,0.086519197,72.074387,8.8172474,465.73441,-9.2341127
2309,2309,195.3546,6.3587089,1.2768112,0.0,0,8.0196619,0.0,0.088740945,73.782066,8.7871923,466.09143,-9.2334471
2310,2310,195.3548,6.3833451,1.3237367,0.0,0,7.993176,0.0,0.091557719,74.163513,8.7573643,466.44843,-9.2325201
2311,2311,195.355,6.3331032,1.3611003,0.0,0,7.9666953,0.0,0.094397798,73.500763,8.7232924,466.80545,-9.2324429
2312,2312,195.3552,6.2645302,1.3981385,0.0,0,7.9402156,0.0,0.097512014,72.485519,8.6880608,467.16248,-9.2320385
2313,2313,195.3554,6.2101669,1.4372346,0.0,0,7.9137359,0.0,0.10003418,71.666779,8.6539316,467.5195,-9.2320118
2314,2314,195.3556,6.1840911,1.4671353,0.0,0,7.8872557,0.0,0.10223369,71.149101,8.6172094,467.87653,-9.2323456
2315,2315,195.3558,6.2069974,1.5038639,0.0,0,7.8607755,0.0,0.10536432,71.04113,8.5810137,468.23352,-9.232317
2316,2316,195.356,6.2731738,1.5444667,0.0,0,7.8342957,0.0,0.10822947,71.520615,8.5458403,468.59055,-9.2319126
2317,2317,195.3562,6.3251367,1.5686088,0.0,0,7.8078156,0.0,0.10995173,72.076897,8.5088291,468.94757,-9.2314816
2318,2318,195.3564,6.3507514,1.5878699,0.0,0,7.7813354,0.0,0.11179625,72.260117,8.47647,469.3046,-9.2320118
2319,2319,195.3566,6.3448095,1.6159664,0.0,0,7.7548552,0.0,0.11369994,72.060905,8.4464388,469.66159,-9.2327681
2320,2320,195.3568,6.3203564,1.6461605,0.0,0,7.7283754,0.0,0.11551508,71.669098,8.4147224,470.01862,-9.2329063
2321,2321,195.357,6.2845879,1.6786314,0.0,0,7.7018952,0.0,0.11828113,71.13797,8.3866348,470.37564,-9.2326717
2322,2322,195.3572,6.2696543,1.7102472,0.0,0,7.675415,0.0,0.12082206,70.749992,8.3578205,470.73267,-9.2327156
2323,2323,195.3574,6.3246355,1.7315187,0.0,0,7.6489348,0.0,0.12216639,71.164627,8.3292408,471.08969,-9.2332869
2324,2324,195.3576,6.4204803,1.7527105,0.0,0,7.6224551,0.0,0.12393512,72.101547,8.301342,471.44669,-9.2333212
2325,2325,195.3578,6.4962311,1.7821342,0.0,0,7.5959754,0.0,0.126187,72.78447,8.273262,471.80371,-9.232996
2326,2326,195.358,6.5282793,1.815272,0.0,0,7.5694952,0.0,0.12828392,73.093918,8.2449112,472.16074,-9.2328615
2327,2327,195.3582,6.5307555,1.8506216,0.0,0,7.543015,0.0,0.13111748,72.965813,8.2162457,472.51776,-9.2326107
2328,2328,195.3584,6.5424905,1.8843958,0.0,0,7.5165353,0.0,0.13400006,72.843346,8.1871843,472.80237,-9.2325573
2329,2329,195.3586,6.5529771,1.9163402,0.0,0,7.4900556,0.0,0.13603306,72.820618,8.1552954,473.01462,-9.2331572
2330,2330,195.3588,6.5264573,1.9461573,0.0,0,7.4635754,0.0,0.13835377,72.378693,8.1240721,473.22684,-9.2336893
2331,2331,195.359,6.4915233,1.9730409,0.0,0,7.4370952,0.0,0.14090802,71.798859,8.093112,473.43909,-9.233242
2332,2332,195.3592,6.4909272,2.0041049,0.0,0,7.410615,0.0,0.14293195,71.636353,8.0605488,473.65131,-9.2334929
2333,2333,195.3594,6.5276127,2.032671,0.0,0,7.3846664,0.0,0.14502285,71.87265,8.0309553,473.86353,-9.2333937
2334,2334,195.3596,6.5684638,2.0547032,0.0,0,7.3593612,0.0,0.14724676,72.141785,8.0021744,474.07578,-9.2326574
2335,2335,195.3598,6.5804992,2.0836966,0.0,0,7.3341722,0.0,0.14918557,72.171707,7.9737077,474.28799,-9.2320242
2336,2336,195.36,6.5668125,2.113137,0.0,0,7.3089881,0.0,0.15121071,71.872223,7.9458976,474.50024,-9.2326231
2337,2337,195.3602,6.5562439,2.1361845,0.0,0,7.2838039,0.0,0.1534908,71.572197,7.9169455,474.71246,-9.2335262
2338,2338,195.3604,6.5666213,2.1666114,0.0,0,7.2586198,0.0,0.15561105,71.538696,7.8895359,474.92471,-9.2336187
2339,2339,195.3606,6.6036291,2.1949422,0.0,0,7.2334356,0.0,0.15744674,71.77903,7.8642998,475.13693,-9.2335482
2340,2340,195.3608,6.6546946,2.210927,0.0,0,7.2082515,0.0,0.15924847,72.186378,7.8384147,475.34918,-9.2328663
2341,2341,195.361,6.6875138,2.2359874,0.0,0,7.1830673,0.0,0.16109861,72.456932,7.8122945,475.5614,-9.2326002
2342,2342,195.3612,6.7065516,2.268002,0.0,0,7.1578832,0.0,0.16306785,72.568001,7.7861457,475.77362,-9.2333345
2343,2343,195.3614,6.7282729,2.2912023,0.0,0,7.1326995,0.0,0.16535003,72.674667,7.7589369,475.98587,-9.2339058
2344,2344,195.3616,6.7443275,2.321831,0.0,0,7.1075153,0.0,0.16787636,72.630989,7.7289901,476.19809,-9.2338858
2345,2345,195.3618,6.7346244,2.3565474,0.0,0,7.0823312,0.0,0.1701045,72.449898,7.7011247,476.41034,-9.2335196
2346,2346,195.362,6.7204647,2.377244,0.0,0,7.0571475,0.0,0.17211495,72.156067,7.6757755,476.62256,-9.2330112
2347,2347,195.3622,6.7288408,2.4046488,0.0,0,7.0319633,0.0,0.17455642,71.943016,7.6472139,476.83481,-9.233119
2348,2348,195.3624,6.7591715,2.4385047,0.0,0,7.0067792,0.0,0.17670117,72.060883,7.6199732,477.04703,-9.232914
2349,2349,195.3626,6.7961917,2.4578514,0.0,0,6.981595,0.0,0.17847164,72.349617,7.5930915,477.25928,-9.2323322
2350,2350,195.3628,6.8167968,2.4827478,0.0,0,6.9564114,0.0,0.18082304,72.495323,7.5654922,477.4715,-9.2322645
2351,2351,195.363,6.8106422,2.5145094,0.0,0,6.9312277,0.0,0.18289539,72.258118,7.5370207,477.68372,-9.2330961
2352,2352,195.3632,6.786757,2.534786,0.0,0,6.9060431,0.0,0.18459992,71.885086,7.5114512,477.89597,-9.2329073
2353,2353,195.3634,6.7735577,2.5601728,0.0,0,6.8808594,0.0,0.18700537,71.561447,7.4872227,478.10818,-9.232398
2354,2354,195.3636,6.7785802,2.589,0.0,0,6.8556757,0.0,0.18895367,71.420547,7.4614296,478.32043,-9.2326498
2355,2355,195.3638,6.8044677,2.6046438,0.0,0,6.830492,0.0,0.19020277,71.581093,7.4354367,478.53265,-9.2325869
2356,2356,195.364,6.8522792,2.6241522,0.0,0,6.8053074,0.0,0.19221899,71.841431,7.4085097,478.7449,-9.2330141
2357,2357,195.3642,6.9036913,2.6534982,0.0,0,6.7801232,0.0,0.19428712,72.207947,7.3801146,478.95712,-9.2330217
2358,2358,195.3644,6.9323759,2.6763523,0.0,0,6.7554417,0.0,0.19587497,72.488541,7.3549929,479.16934,-9.2331362
2359,2359,195.3646,6.9382501,2.701128,0.0,0,6.7313671,0.0,0.19830574,72.428917,7.3323469,479.38159,-9.2333441
2360,2360,195.3648,6.9313993,2.7319527,0.0,0,6.7074022,0.0,0.20069703,72.196648,7.3090587,479.59381,-9.2329569
2361,2361,195.365,6.9268327,2.7555678,0.0,0,6.6834416,0.0,0.20228243,72.000694,7.2835498,479.80606,-9.2334442
2362,2362,195.3652,6.9302273,2.7797787,0.0,0,6.6594815,0.0,0.20468421,71.868645,7.256937,480.01828,-9.2333927
2363,2363,195.3654,6.937613,2.809293,0.0,0,6.6355219,0.0,0.20718162,71.794205,7.2325845,480.23053,-9.2333364
2364,2364,195.3656,6.9486876,2.8332508,0.0,0,6.6115613,0.0,0.20879453,71.761795,7.2087283,480.44275,-9.2337103
2365,2365,195.3658,6.9676595,2.8553069,0.0,0,6.5876017,0.0,0.21090659,71.7509,7.1846075,480.655,-9.2325449
2366,2366,195.366,6.9980135,2.8793659,0.0,0,6.5636415,0.0,0.21301575,71.913338,7.160399,480.86722,-9.2318678
2367,2367,195.3662,7.0301375,2.9021647,0.0,0,6.5396819,0.0,0.2144078,72.177963,7.1372118,481.07944,-9.2322893
2368,2368,195.3664,7.0457563,2.9256177,0.0,0,6.5157218,0.0,0.21649526,72.242844,7.112226,481.29169,-9.2324696
2369,2369,195.3666,7.0380158,2.9492784,0.0,0,6.4917622,0.0,0.21883759,72.03968,7.0869288,481.50391,-9.2320223
2370,2370,195.3668,7.0382876,2.9728765,0.0,0,6.467802,0.0,0.22038148,71.95118,7.0606647,481.71616,-9.2325706
2371,2371,195.367,7.0577273,2.9939919,0.0,0,6.4438419,0.0,0.22217421,72.016777,7.0358911,481.92838,-9.2338734
2372,2372,195.3672,7.0824003,3.0141082,0.0,0,6.4198818,0.0,0.22434172,72.004547,7.0145292,482.14063,-9.2346535
2373,2373,195.3674,7.102972,3.0411272,0.0,0,6.3959212,0.0,0.22608414,72.063622,6.9918633,482.35284,-9.2352238
2374,2374,195.3676,7.1146278,3.0681515,0.0,0,6.3719616,0.0,0.22814772,72.067451,6.9662957,482.56509,-9.2346792
2375,2375,195.3678,7.1253648,3.0897627,0.0,0,6.3480015,0.0,0.23061864,71.996872,6.9405141,482.77731,-9.2338524
2376,2376,195.368,7.1458879,3.1174269,0.0,0,6.3240418,0.0,0.23260176,72.074356,6.9188476,482.98953,-9.2328367
2377,2377,195.3682,7.1681743,3.1439614,0.0,0,6.3000817,0.0,0.23449862,72.133705,6.8956585,483.20178,-9.2328529
2378,2378,195.3684,7.1857963,3.1618469,0.0,0,6.2761221,0.0,0.23665942,72.224899,6.8695869,483.31625,-9.2329073
2379,2379,195.3686,7.1981711,3.1880319,0.0,0,6.252162,0.0,0.23863606,72.240852,6.8446403,483.33298,-9.2323885
2380,2380,195.3688,7.2078676,3.2157955,0.0,0,6.2282019,0.0,0.24050719,72.10788,6.8176808,483.3497,-9.2328176
2381,2381,195.369,7.207335,3.2322083,0.0,0,6.2042422,0.0,0.24251889,72.005661,6.7937393,483.36642,-9.2334385
2382,2382,195.3692,7.2083616,3.2569518,0.0,0,6.1802821,0.0,0.24452306,71.915291,6.773385,483.38315,-9.2334366
2383,2383,195.3694,7.2162123,3.2855651,0.0,0,6.1568027,0.0,0.24631454,71.812592,6.7501488,483.3999,-9.2334042
2384,2384,195.3696,7.2154675,3.3012309,0.0,0,6.1339049,0.0,0.24820529,71.645134,6.7240596,483.41663,-9.2338905
2385,2385,195.3698,7.2244248,3.3249593,0.0,0,6.1111121,0.0,0.25039494,71.552742,6.7004886,483.43335,-9.234086
2386,2386,195.37,7.2580957,3.3545544,0.0,0,6.0883236,0.0,0.25228801,71.70192,6.6793275,483.45007,-9.2342443
2387,2387,195.3702,7.3060918,3.3700144,0.0,0,6.065536,0.0,0.25407803,72.017197,6.6553378,483.4668,-9.2345123
2388,2388,195.3704,7.3396034,3.3924434,0.0,0,6.042748,0.0,0.25631267,72.263786,6.6297393,483.48352,-9.2344246
2389,2389,195.3706,7.3513451,3.4219916,0.0,0,6.0199599,0.0,0.25819078,72.313942,6.6066194,483.50024,-9.2346745
2390,2390,195.3708,7.346375,3.4392681,0.0,0,5.9971719,0.0,0.25992036,72.094681,6.5843391,483.51697,-9.2344141
2391,2391,195.371,7.3380666,3.4641759,0.0,0,5.9743834,0.0,0.26248655,71.766396,6.5617146,483.53369,-9.233716
2392,2392,195.3712,7.3386016,3.4954171,0.0,0,5.9515953,0.0,0.26458171,71.633003,6.5367179,483.55042,-9.2342205
2393,2393,195.3714,7.3410854,3.5126493,0.0,0,5.9288077,0.0,0.2661722,71.575539,6.5123048,483.56717,-9.2341394
2394,2394,195.3716,7.3560581,3.5340583,0.0,0,5.9060202,0.0,0.26857895,71.60437,6.4904022,483.58389,-9.2338676
2395,2395,195.3718,7.3900137,3.5634098,0.0,0,5.8832321,0.0,0.27065659,71.791878,6.4655313,483.60062,-9.2340975
2396,2396,195.372,7.4358377,3.5822611,0.0,0,5.8604436,0.0,0.27225053,72.046448,6.4417005,483.61734,-9.2335281
2397,2397,195.3722,7.4639101,3.6035945,0.0,0,5.8376555,0.0,0.27471352,72.146973,6.4206266,483.63406,-9.2329159
2398,2398,195.3724,7.4644876,3.6323247,0.0,0,5.8148675,0.0,0.27693826,72.076447,6.3944759,483.65079,-9.2333384
2399,2399,195.3726,7.4629803,3.6528287,0.0,0,5.792079,0.0,0.2783635,71.922874,6.3678045,483.66751,-9.2334108
2400,2400,195.3728,7.4605751,3.6741605,0.0,0,5.7692914,0.0,0.28077686,71.656166,6.3466182,483.68423,-9.2332802
2401,2401,195.373,7.4550562,3.7020462,0.0,0,5.7465038,0.0,0.283236,71.466949,6.3256717,483.70096,-9.2332706
