level_0,index,Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm)
1773,1773,145.3471,0.69572574,0.020477535,0.0,0,9.0337067,0.0,0.0013225207,8.5658798,10.077297,310.9581,-9.3270798
1774,1774,145.3473,1.2107059,0.026873345,0.0,0,9.0044422,0.0,0.0014935494,13.333749,10.043889,311.20786,-9.3257227
1775,1775,145.3475,2.8199632,0.041072767,0.0,0,8.9751787,0.0,0.0026984648,30.957651,10.015149,311.45758,-9.3243484
1776,1776,145.3477,4.8119202,0.070466481,0.0,0,8.9459143,0.0,0.0042837355,56.106148,9.9859629,311.70731,-9.3242064
1777,1777,145.3479,6.0190563,0.095308654,0.0,0,8.9166508,0.0,0.0058793314,73.829674,9.9563675,311.95703,-9.3240023
1778,1778,145.3481,6.4197631,0.10914637,0.0,0,8.8873863,0.0,0.0073309117,80.454155,9.9279289,312.20679,-9.3227701
1779,1779,145.3483,6.6603799,0.14363445,0.0,0,8.8581219,0.0,0.0090617491,83.186165,9.8921156,312.45651,-9.320899
1780,1780,145.3485,7.1792421,0.20282567,0.0,0,8.8288584,0.0,0.012437161,88.770309,9.8512516,312.70624,-9.3204365
1781,1781,145.3487,7.5652351,0.26753917,0.0,0,8.7995939,0.0,0.017264314,93.88578,9.8096867,312.95596,-9.3206816
1782,1782,145.3489,7.6005588,0.32934505,0.0,0,8.7703304,0.0,0.021533502,94.694542,9.7619228,313.20572,-9.3207254
1783,1783,145.3491,7.723351,0.37455508,0.0,0,8.7416534,0.0,0.024432015,95.379669,9.7119284,313.45544,-9.3207092
1784,1784,145.3493,8.1819057,0.40847927,0.0,0,8.7136879,0.0,0.027144719,100.20452,9.6573582,313.70517,-9.3213129
1785,1785,145.3495,8.5883312,0.46284235,0.0,0,8.6858492,0.0,0.030663207,105.2542,9.6043386,313.9549,-9.3214111
1786,1786,145.3497,8.802207,0.52192241,0.0,0,8.6580172,0.0,0.034315325,107.86135,9.5559931,314.20465,-9.320138
1787,1787,145.3499,9.0825548,0.55076289,0.0,0,8.6301851,0.0,0.037009228,110.74689,9.5068512,314.45438,-9.3194857
1788,1788,145.3501,9.3232193,0.56977361,0.0,0,8.6023531,0.0,0.038633958,113.7923,9.461153,314.7041,-9.3184757
1789,1789,145.3503,9.2780552,0.59750873,0.0,0,8.574522,0.0,0.039965738,113.90335,9.4209776,314.95383,-9.3182278
1790,1790,145.3505,9.0494108,0.62871474,0.0,0,8.546689,0.0,0.042276707,111.06461,9.3839397,315.20358,-9.319149
1791,1791,145.3507,9.036355,0.67294955,0.0,0,8.518857,0.0,0.045580618,109.80453,9.3477917,315.45331,-9.3195772
1792,1792,145.3509,9.3060246,0.71378839,0.0,0,8.4910259,0.0,0.048041571,112.2543,9.3117352,315.70303,-9.3201799
1793,1793,145.3511,9.5797796,0.73057204,0.0,0,8.4631929,0.0,0.049573753,115.53593,9.2790232,315.95276,-9.3202248
1794,1794,145.3513,9.7633095,0.75549728,0.0,0,8.4353609,0.0,0.051594388,117.68449,9.2473431,316.20251,-9.3195934
