level_0,index,Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm)
2108,2108,178.6777,0.78901529,0.028257174,0.0,0,8.9751778,0.0,0.00168054,8.7295151,9.9677448,400.70105,-9.2654572
2109,2109,178.6779,1.8470844,0.045215469,0.0,0,8.9459143,0.0,0.0027145613,20.120766,9.9265976,400.72086,-9.26507
2110,2110,178.6781,3.1978962,0.079614438,0.0,0,8.9166498,0.0,0.0050464398,37.086624,9.8929739,400.74069,-9.265254
2111,2111,178.6783,4.1218314,0.11256985,0.0,0,8.8873854,0.0,0.0070152674,50.06221,9.8658895,400.76053,-9.2652187
2112,2112,178.6785,4.6086078,0.13309821,0.0,0,8.8581219,0.0,0.0086023416,57.182804,9.8339891,400.78033,-9.2643385
2113,2113,178.6787,4.9145837,0.1551189,0.0,0,8.8288574,0.0,0.010258079,61.257599,9.793644,400.80017,-9.2633839
2114,2114,178.6789,5.2037792,0.20788796,0.0,0,8.7995939,0.0,0.013012995,64.714844,9.7509747,400.82001,-9.2625542
2115,2115,178.6791,5.2867937,0.28706345,0.0,0,8.7703295,0.0,0.018032938,66.07019,9.704072,400.83981,-9.2617712
2116,2116,178.6793,5.2077818,0.35741961,0.0,0,8.7416534,0.0,0.023436068,64.967567,9.6546946,400.85965,-9.2611876
2117,2117,178.6795,5.344605,0.40439445,0.0,0,8.7136869,0.0,0.026734196,65.589905,9.6036072,400.87949,-9.2619257
2118,2118,178.6797,5.6873217,0.43783292,0.0,0,8.6858492,0.0,0.028985504,69.462463,9.5487566,400.89932,-9.2626925
2119,2119,178.6799,5.8135123,0.48357478,0.0,0,8.6580172,0.0,0.032272633,71.622681,9.4931555,400.91913,-9.2625904
2120,2120,178.6801,5.7590261,0.55330896,0.0,0,8.6301851,0.0,0.036669653,70.742912,9.4408855,400.93896,-9.2623186
2121,2121,178.6803,5.9631577,0.60631579,0.0,0,8.6023531,0.0,0.040505558,72.150154,9.3950834,400.9588,-9.2618361
2122,2122,178.6805,6.2808223,0.61487734,0.0,0,8.5745211,0.0,0.042018808,76.027397,9.3493805,400.97861,-9.2608013
2123,2123,178.6807,6.2530704,0.61473483,0.0,0,8.546689,0.0,0.041875318,76.667175,9.3064938,400.99844,-9.2601366
2124,2124,178.6809,5.9214993,0.63619286,0.0,0,8.518857,0.0,0.042662974,73.046227,9.2696533,401.01828,-9.2600479
2125,2125,178.6811,5.7468033,0.67617637,0.0,0,8.491025,0.0,0.045554247,70.106316,9.2372456,401.03809,-9.2598877
2126,2126,178.6813,5.9694371,0.724199,0.0,0,8.4631929,0.0,0.049001757,71.596344,9.2051544,401.04639,-9.259963
2127,2127,178.6815,6.3304443,0.75336313,0.0,0,8.4353609,0.0,0.050940022,75.669456,9.1729717,401.00851,-9.2605953
2128,2128,178.6817,6.4932585,0.76003247,0.0,0,8.4075289,0.0,0.051857937,78.180847,9.1418791,400.97064,-9.2616739
2129,2129,178.6819,6.516077,0.79028809,0.0,0,8.3796968,0.0,0.05372148,78.525375,9.1097078,400.93277,-9.2610369
2130,2130,178.6821,6.5757332,0.84808373,0.0,0,8.3518648,0.0,0.057025436,78.81736,9.0731792,400.8949,-9.2599554
2131,2131,178.6823,6.5907316,0.8982662,0.0,0,8.3240328,0.0,0.060963623,78.936165,9.0319653,400.85703,-9.2603912
2132,2132,178.6825,6.4635673,0.94162637,0.0,0,8.2962008,0.0,0.064446665,77.469009,8.9914999,400.81915,-9.2603846
2133,2133,178.6827,6.3416476,0.9792636,0.0,0,8.2683687,0.0,0.066791415,75.7258,8.9508133,400.78128,-9.260375
2134,2134,178.6829,6.3553967,1.009465,0.0,0,8.2405367,0.0,0.069072671,75.372269,8.9107466,400.74341,-9.2609034
2135,2135,178.6831,6.4556875,1.0536536,0.0,0,8.2127056,0.0,0.072413057,76.219315,8.872983,400.70554,-9.2609577
2136,2136,178.6833,6.5375762,1.1017489,0.0,0,8.1848736,0.0,0.075487845,77.04232,8.8342867,400.66769,-9.2602701
2137,2137,178.6835,6.5743051,1.1263515,0.0,0,8.1570406,0.0,0.077531449,77.356216,8.7966032,400.62982,-9.2602854
2138,2138,178.6837,6.6485486,1.1451004,0.0,0,8.1292095,0.0,0.079368711,78.021423,8.7627459,400.59195,-9.2604523
2139,2139,178.6839,6.7526188,1.171281,0.0,0,8.1013775,0.0,0.08079356,79.154877,8.7299156,400.55408,-9.2605782
2140,2140,178.6841,6.7411323,1.1964122,0.0,0,8.0735445,0.0,0.082450107,79.189346,8.698638,400.5162,-9.2611055
2141,2141,178.6843,6.5899658,1.2309985,0.0,0,8.0462675,0.0,0.085321873,77.411781,8.66959,400.47833,-9.2611465
2142,2142,178.6845,6.4980278,1.2663404,0.0,0,8.0196619,0.0,0.087725706,75.950821,8.645339,400.44046,-9.2610083
2143,2143,178.6847,6.6131921,1.2833902,0.0,0,7.993176,0.0,0.088980041,76.756523,8.6192446,400.40259,-9.2613821
2144,2144,178.6849,6.8072,1.3033096,0.0,0,7.9666953,0.0,0.090752527,78.805344,8.5881624,400.36472,-9.2615633
2145,2145,178.6851,6.9187393,1.3395865,0.0,0,7.9402156,0.0,0.093083635,80.197807,8.5595417,400.32684,-9.2604418
2146,2146,178.6853,6.9345012,1.3783759,0.0,0,7.9137354,0.0,0.095544375,80.311203,8.5314522,400.28897,-9.2594852
2147,2147,178.6855,6.8916597,1.4182906,0.0,0,7.8872552,0.0,0.098855473,79.61071,8.501524,400.2511,-9.2593927
2148,2148,178.6857,6.8464208,1.4542269,0.0,0,7.860775,0.0,0.10165475,78.888573,8.4698467,400.21326,-9.2590008
2149,2149,178.6859,6.8196387,1.4793148,0.0,0,7.8342953,0.0,0.10320543,78.395889,8.4360695,400.17538,-9.2589817
2150,2150,178.6861,6.8021851,1.5076323,0.0,0,7.8078156,0.0,0.1055412,77.985016,8.4038267,400.13751,-9.2593622
