index,Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm)
2459,195.3809,3.8528636,0.086700864,0.0,0,9.8348637,0.0,0.0057017435,48.785511,9.934062,453.99088,-9.2348318
2460,195.3811,3.853972,0.090825357,0.0,0,9.8318634,0.0,0.006235736,48.847744,9.9302912,454.22372,-9.2345533
2461,195.3813,3.8624148,0.10006604,0.0,0,9.8288631,0.0,0.0065520639,48.878143,9.9270258,454.4566,-9.234498
2462,195.3815,3.8758211,0.098755553,0.0,0,9.8258629,0.0,0.0064459168,49.04147,9.9245853,454.68948,-9.2344847
2463,195.3817,3.8938262,0.10144006,0.0,0,9.8228626,0.0,0.0068884473,49.164581,9.9244165,454.92236,-9.2344332
2464,195.3819,3.9207034,0.10978316,0.0,0,9.8198624,0.0,0.0072336099,49.423981,9.9214153,455.15524,-9.2340097
2465,195.3821,3.9433558,0.10911298,0.0,0,9.8168631,0.0,0.0071179904,49.777588,9.915328,455.38812,-9.2334576
2466,195.3823,3.9607203,0.11153616,0.0,0,9.8138628,0.0,0.0075820843,50.003361,9.9109125,455.621,-9.2334337
2467,195.3825,3.9789281,0.11917212,0.0,0,9.8108635,0.0,0.0080078896,50.244678,9.907999,455.85385,-9.2341909
2468,195.3827,3.9898543,0.11971545,0.0,0,9.8078632,0.0,0.0078416439,50.402306,9.9032993,456.08673,-9.2343874
2469,195.3829,3.9955611,0.12268169,0.0,0,9.804863,0.0,0.0082567623,50.399834,9.8979559,456.31961,-9.2342176
2470,195.3831,3.9931905,0.12899116,0.0,0,9.8018627,0.0,0.0086842021,50.379093,9.8943043,456.55249,-9.2347879
2471,195.3833,3.9911966,0.13037828,0.0,0,9.7988625,0.0,0.0085106976,50.394016,9.8930101,456.78537,-9.2355165
2472,195.3835,3.999969,0.13213851,0.0,0,9.7958632,0.0,0.0088207452,50.450588,9.8901281,457.01825,-9.2360859
2473,195.3837,4.0113688,0.13491219,0.0,0,9.7928629,0.0,0.0091860266,50.590973,9.8861618,457.25113,-9.2354374
2474,195.3839,4.0339341,0.13683885,0.0,0,9.7898626,0.0,0.0090605523,50.801918,9.8832359,457.48398,-9.234128
2475,195.3841,4.063755,0.14002068,0.0,0,9.7868633,0.0,0.0093619609,51.166359,9.8787203,457.71686,-9.233407
2476,195.3843,4.077538,0.14354818,0.0,0,9.7838631,0.0,0.0097487392,51.438236,9.8752213,457.94974,-9.2333612
2477,195.3845,4.0910873,0.14737247,0.0,0,9.7808628,0.0,0.0096821813,51.598145,9.8745346,458.18262,-9.2334118
2478,195.3847,4.0951667,0.15089849,0.0,0,9.7778625,0.0,0.0099936211,51.63076,9.8723822,458.4155,-9.2339725
2479,195.3849,4.0884767,0.1531896,0.0,0,9.7748632,0.0,0.010486013,51.517635,9.8653898,458.64838,-9.2347202
2480,195.3851,4.0923157,0.15897702,0.0,0,9.771863,0.0,0.01051461,51.500416,9.8608952,458.88126,-9.2348032
2481,195.3853,4.0919452,0.16462134,0.0,0,9.7688627,0.0,0.010783237,51.462097,9.8596087,459.11411,-9.2353201
2482,195.3855,4.089808,0.16485891,0.0,0,9.7658625,0.0,0.011233843,51.449757,9.8569965,459.34698,-9.2360258
2483,195.3857,4.1001143,0.16936547,0.0,0,9.7628632,0.0,0.011329713,51.594505,9.8542709,459.57986,-9.2354755
2484,195.3859,4.1334224,0.17452349,0.0,0,9.7598629,0.0,0.011536494,51.972675,9.850872,459.81274,-9.2349119
2485,195.3861,4.1565785,0.17301545,0.0,0,9.7568626,0.0,0.011814111,52.28577,9.8469114,460.04562,-9.2354774
2486,195.3863,4.1589546,0.17760183,0.0,0,9.7538624,0.0,0.011924358,52.359917,9.842473,460.2785,-9.2347698
2487,195.3865,4.1598363,0.18310399,0.0,0,9.7508631,0.0,0.012077584,52.397141,9.8389282,460.51138,-9.234086
2488,195.3867,4.1596375,0.18098055,0.0,0,9.7478628,0.0,0.012323738,52.37434,9.8342972,460.74423,-9.2346344
2489,195.3869,4.1533055,0.18575567,0.0,0,9.7448626,0.0,0.012497804,52.191597,9.8322001,460.97711,-9.2349234
2490,195.3871,4.1469727,0.19237208,0.0,0,9.7418633,0.0,0.012610559,52.124546,9.8315992,461.20999,-9.2343569
2491,195.3873,4.149549,0.18972731,0.0,0,9.738863,0.0,0.012782359,52.166492,9.8301086,461.44287,-9.2332935
2492,195.3875,4.1550298,0.19427378,0.0,0,9.7358627,0.0,0.013033275,52.191269,9.8274136,461.67575,-9.2330608
2493,195.3877,4.1706753,0.20244609,0.0,0,9.7328634,0.0,0.013244065,52.313198,9.8222055,461.90863,-9.2330437
2494,195.3879,4.1911988,0.19931735,0.0,0,9.7298632,0.0,0.013398201,52.549465,9.8178473,462.14151,-9.2332268
2495,195.3881,4.2082558,0.20302756,0.0,0,9.7268629,0.0,0.013717572,52.847157,9.8167419,462.37436,-9.2340002
2496,195.3883,4.2196636,0.2117691,0.0,0,9.7238626,0.0,0.013909956,53.017548,9.8138418,462.60724,-9.2347679
2497,195.3885,4.2199101,0.20880188,0.0,0,9.7208633,0.0,0.013994126,53.009083,9.8093033,462.84012,-9.2348108
2498,195.3887,4.2135115,0.21238196,0.0,0,9.7178631,0.0,0.014405176,52.814339,9.8048277,463.073,-9.2342472
2499,195.3889,4.2007222,0.2212055,0.0,0,9.7148628,0.0,0.014590881,52.677673,9.799366,463.33002,-9.2341833
2500,195.3891,4.1919494,0.2185687,0.0,0,9.7118626,0.0,0.014594508,52.60651,9.7960377,463.61115,-9.2342052
2501,195.3893,4.1965714,0.22223473,0.0,0,9.7088633,0.0,0.015085911,52.67308,9.7943048,463.89227,-9.2345562
2502,195.3895,4.2060289,0.23117626,0.0,0,9.705863,0.0,0.015337341,52.735321,9.7924461,464.1734,-9.2338476
2503,195.3897,4.2162809,0.22903402,0.0,0,9.7028637,0.0,0.015212758,52.739155,9.7892742,464.45456,-9.2332621
2504,195.3899,4.2340856,0.23177634,0.0,0,9.6998634,0.0,0.015669713,52.964619,9.7849236,464.73569,-9.2330227
2505,195.3901,4.2518306,0.23929639,0.0,0,9.6968632,0.0,0.015956398,53.198265,9.7817707,465.01682,-9.2326632
2506,195.3903,4.2576723,0.23757932,0.0,0,9.6938629,0.0,0.015789634,53.372711,9.780158,465.29794,-9.2333879
2507,195.3905,4.2493272,0.23975796,0.0,0,9.6908627,0.0,0.016259253,53.283535,9.7781878,465.57907,-9.2341499
2508,195.3907,4.2384601,0.24731132,0.0,0,9.6878624,0.0,0.016601384,53.119778,9.7743044,465.86023,-9.2343864
2509,195.3909,4.2272668,0.24785341,0.0,0,9.6848621,0.0,0.016458908,52.97813,9.7715712,466.14136,-9.234623
2510,195.3911,4.22263,0.24960759,0.0,0,9.6818628,0.0,0.016878637,52.836529,9.7678461,466.42249,-9.2344913
2511,195.3913,4.2271023,0.25541747,0.0,0,9.6788635,0.0,0.017248083,52.901039,9.7632818,466.70361,-9.2340679
2512,195.3915,4.2334218,0.25659198,0.0,0,9.6758623,0.0,0.01707039,52.97364,9.759531,466.98474,-9.233614
2513,195.3917,4.243535,0.25891849,0.0,0,9.6728621,0.0,0.017477913,53.043995,9.7554426,467.2659,-9.2334547
2514,195.3919,4.2580476,0.26373777,0.0,0,9.6698627,0.0,0.017868742,53.223209,9.7508287,467.54703,-9.2332811
2515,195.3921,4.271667,0.26519555,0.0,0,9.6668625,0.0,0.017651817,53.421482,9.7462721,467.82816,-9.2330952
2516,195.3923,4.2709541,0.2683005,0.0,0,9.6638622,0.0,0.018035809,53.373348,9.7451868,468.10928,-9.233613
2517,195.3925,4.2545414,0.2719636,0.0,0,9.6608629,0.0,0.018473174,53.188408,9.7444744,468.39041,-9.2339954
2518,195.3927,4.2362366,0.27390897,0.0,0,9.6578627,0.0,0.018327717,53.052692,9.7425594,468.67157,-9.2346163
2519,195.3929,4.2296062,0.27668211,0.0,0,9.6548634,0.0,0.018627414,52.953629,9.7413378,468.9527,-9.2349672
2520,195.3931,4.223031,0.27868196,0.0,0,9.6518631,0.0,0.018999249,52.87096,9.7389345,469.23383,-9.235096
2521,195.3933,4.2247353,0.28172547,0.0,0,9.6488628,0.0,0.018883863,52.832813,9.7348108,469.51495,-9.2354784
2522,195.3935,4.2377305,0.2851848,0.0,0,9.6458626,0.0,0.019108258,52.789692,9.7325315,469.79608,-9.2355471
2523,195.3937,4.2486954,0.28634194,0.0,0,9.6428633,0.0,0.019458523,52.947594,9.7288761,470.07724,-9.235013
2524,195.3939,4.2616925,0.29049477,0.0,0,9.639863,0.0,0.019440876,53.228603,9.7259445,470.35837,-9.2342253
2525,195.3941,4.2661042,0.29492992,0.0,0,9.6368628,0.0,0.019629564,53.272243,9.7244616,470.6395,-9.2340593
2526,195.3943,4.265677,0.2938008,0.0,0,9.6338625,0.0,0.019956177,53.245399,9.7200718,470.92062,-9.2340698
2527,195.3945,4.2667994,0.29852471,0.0,0,9.6308632,0.0,0.020069377,53.286491,9.7162495,471.20175,-9.2341003
2528,195.3947,4.2588649,0.3039974,0.0,0,9.6278629,0.0,0.02027519,53.247948,9.7124166,471.48291,-9.2348003
2529,195.3949,4.2553396,0.30176023,0.0,0,9.6248627,0.0,0.020554962,53.113277,9.7077599,471.76404,-9.2354584
2530,195.3951,4.2534833,0.30687016,0.0,0,9.6218624,0.0,0.020687949,53.0299,9.7060242,472.04517,-9.2353821
2531,195.3953,4.251297,0.31304649,0.0,0,9.6188631,0.0,0.020832675,52.995319,9.7054434,472.32629,-9.2353916
2532,195.3955,4.2613235,0.31009597,0.0,0,9.6158628,0.0,0.021062238,53.082672,9.7034197,472.60742,-9.2360792
2533,195.3957,4.2747397,0.31421721,0.0,0,9.6128626,0.0,0.02122977,53.261559,9.7006197,472.88855,-9.2361193
2534,195.3959,4.2883554,0.32149944,0.0,0,9.6098623,0.0,0.021350663,53.440693,9.6989746,473.16971,-9.2354136
2535,195.3961,4.2955632,0.31832141,0.0,0,9.606863,0.0,0.021535141,53.53915,9.6945477,473.45084,-9.2344866
2536,195.3963,4.2998409,0.32205915,0.0,0,9.6038628,0.0,0.021814374,53.599895,9.6898804,473.73196,-9.2339182
2537,195.3965,4.3024039,0.33086488,0.0,0,9.6008635,0.0,0.021973323,53.594654,9.6882305,474.01309,-9.2337666
2538,195.3967,4.2935777,0.32818818,0.0,0,9.5978632,0.0,0.022111651,53.516479,9.6865644,474.29422,-9.2337151
2539,195.3969,4.2925854,0.33217868,0.0,0,9.5948629,0.0,0.022510009,53.445011,9.6828737,474.57538,-9.2346649
2540,195.3971,4.2898464,0.34038916,0.0,0,9.5918627,0.0,0.02269279,53.421329,9.6798296,474.85651,-9.2348328
2541,195.3973,4.2854738,0.33712855,0.0,0,9.5888634,0.0,0.02267433,53.44521,9.6754704,475.13763,-9.2346334
2542,195.3975,4.3001504,0.34021318,0.0,0,9.5858631,0.0,0.023110157,53.446423,9.67064,475.41876,-9.2354155
2543,195.3977,4.3082213,0.34779906,0.0,0,9.5828629,0.0,0.023298571,53.549625,9.6698723,475.69989,-9.2357168
2544,195.3979,4.3126583,0.34545532,0.0,0,9.5798626,0.0,0.023181241,53.602142,9.6676989,475.98105,-9.2354078
2545,195.3981,4.3224626,0.34807605,0.0,0,9.5768633,0.0,0.02360185,53.616882,9.6626434,476.26218,-9.2352848
2546,195.3983,4.3171616,0.35586131,0.0,0,9.573863,0.0,0.023855951,53.575291,9.656971,476.5433,-9.2352619
2547,195.3985,4.3176579,0.35457659,0.0,0,9.5708637,0.0,0.023781702,53.595909,9.6528721,476.82443,-9.2346239
2548,195.3987,4.3181534,0.35775045,0.0,0,9.5678635,0.0,0.02427407,53.634991,9.6515942,477.10556,-9.2340956
2549,195.3989,4.3059587,0.36613703,0.0,0,9.5648632,0.0,0.024627142,53.495106,9.6482592,477.30762,-9.2339954
2550,195.3991,4.2924309,0.36520541,0.0,0,9.5618629,0.0,0.024436004,53.411861,9.6461906,477.39108,-9.234477
2551,195.3993,4.2903666,0.36701772,0.0,0,9.5588636,0.0,0.024893891,53.324352,9.6480455,477.47455,-9.234046
2552,195.3995,4.3100328,0.37381679,0.0,0,9.5558634,0.0,0.025330259,53.439789,9.6461439,477.55801,-9.2336588
2553,195.3997,4.328723,0.37421986,0.0,0,9.5528631,0.0,0.025087642,53.712257,9.6398764,477.64148,-9.2341928
2554,195.3999,4.3354535,0.37597325,0.0,0,9.5498629,0.0,0.025433073,53.75198,9.6356707,477.72495,-9.2346601
2555,195.4001,4.3417683,0.38122496,0.0,0,9.5468636,0.0,0.025857449,53.784634,9.6356258,477.80841,-9.2350597
2556,195.4003,4.3499002,0.38195553,0.0,0,9.5438633,0.0,0.025640141,53.963596,9.630949,477.89188,-9.2344398
2557,195.4005,4.3512974,0.38411739,0.0,0,9.540863,0.0,0.025938932,53.984238,9.6250343,477.97534,-9.2339334
2558,195.4007,4.3447933,0.38887629,0.0,0,9.5378628,0.0,0.026383502,53.879501,9.6239815,478.05881,-9.2338676
2559,195.4009,4.337676,0.39123139,0.0,0,9.5348625,0.0,0.026270119,53.823109,9.6204643,478.14227,-9.2334061
2560,195.4011,4.33355,0.39407974,0.0,0,9.5318632,0.0,0.026588285,53.709198,9.6166725,478.22577,-9.2331648
2561,195.4013,4.3310075,0.39677921,0.0,0,9.528863,0.0,0.026996914,53.659611,9.6130714,478.30923,-9.2337046
2562,195.4015,4.3397236,0.39985257,0.0,0,9.5258627,0.0,0.026885645,53.746723,9.6099224,478.3927,-9.2340708
2563,195.4017,4.356246,0.40324283,0.0,0,9.5228634,0.0,0.027156333,53.906349,9.6097956,478.47617,-9.234087
2564,195.4019,4.369947,0.40470326,0.0,0,9.5198631,0.0,0.027585162,54.031998,9.6045723,478.55963,-9.2344904
2565,195.4021,4.3826008,0.4089036,0.0,0,9.5168629,0.0,0.027578006,54.167999,9.5984192,478.6431,-9.2357807
2566,195.4023,4.3885188,0.41294357,0.0,0,9.5138626,0.0,0.027794512,54.32061,9.5974188,478.72656,-9.2363749
2567,195.4025,4.3838234,0.41347697,0.0,0,9.5108633,0.0,0.02813985,54.273914,9.5952101,478.81003,-9.2358618
2568,195.4027,4.3736925,0.41844013,0.0,0,9.507863,0.0,0.028195515,54.134689,9.5928688,478.89349,-9.2359486
2569,195.4029,4.3672919,0.422813,0.0,0,9.5048628,0.0,0.028418671,53.987347,9.5906706,478.97696,-9.2352028
2570,195.4031,4.360744,0.42162979,0.0,0,9.5018635,0.0,0.028753208,53.904579,9.5842667,479.06042,-9.2340441
2571,195.4033,4.3555999,0.42711118,0.0,0,9.4988632,0.0,0.028882267,53.883076,9.5820589,479.14392,-9.2340155
2572,195.4035,4.3646045,0.43269047,0.0,0,9.495863,0.0,0.029020384,53.945496,9.5809536,479.22739,-9.2339554
2573,195.4037,4.3933129,0.43059582,0.0,0,9.4928627,0.0,0.029255258,54.241051,9.5766249,479.31085,-9.2338533
2574,195.4039,4.4107442,0.43543246,0.0,0,9.4898624,0.0,0.029435439,54.450016,9.574255,479.39432,-9.2339096
2575,195.4041,4.4059024,0.44203389,0.0,0,9.4868631,0.0,0.029613076,54.426193,9.5708323,479.47778,-9.2347012
2576,195.4043,4.400208,0.4396188,0.0,0,9.4838629,0.0,0.029860774,54.371025,9.5678873,479.56125,-9.2353258
2577,195.4045,4.3910837,0.44471654,0.0,0,9.4808931,0.0,0.030126557,54.237671,9.5656109,479.64471,-9.2353907
2578,195.4047,4.383296,0.45311236,0.0,0,9.4779606,0.0,0.030330313,54.127754,9.562501,479.72818,-9.235816
2579,195.4049,4.3791318,0.44982928,0.0,0,9.4750338,0.0,0.030490357,54.085407,9.5590105,479.81165,-9.2358942
2580,195.4051,4.3750868,0.45372415,0.0,0,9.4721069,0.0,0.030796895,54.008701,9.556406,479.89511,-9.2356052
2581,195.4053,4.3767109,0.46284008,0.0,0,9.4691811,0.0,0.030984219,53.966602,9.5546246,479.97858,-9.2354183
2582,195.4055,4.3869076,0.46016461,0.0,0,9.4662542,0.0,0.031047335,54.049809,9.5511055,480.06207,-9.2350283
2583,195.4057,4.4019942,0.46281502,0.0,0,9.4633284,0.0,0.031431232,54.232063,9.547184,480.14554,-9.2344532
2584,195.4059,4.4077191,0.47052959,0.0,0,9.4604015,0.0,0.031651925,54.340244,9.543848,480.229,-9.2340851
2585,195.4061,4.4114451,0.46791527,0.0,0,9.4574747,0.0,0.031660791,54.409328,9.5410385,480.31247,-9.2339945
2586,195.4063,4.4126115,0.47140297,0.0,0,9.4545488,0.0,0.032053433,54.34404,9.5391178,480.39594,-9.2345314
2587,195.4065,4.4046474,0.4796243,0.0,0,9.451623,0.0,0.032293331,54.211872,9.5355396,480.4794,-9.234911
2588,195.4067,4.3949718,0.4771308,0.0,0,9.4486961,0.0,0.032228924,54.163132,9.5320187,480.56287,-9.2351284
2589,195.4069,4.3818531,0.48004186,0.0,0,9.4457693,0.0,0.032644585,54.003941,9.5267458,480.64633,-9.2355595
2590,195.4071,4.3773012,0.48831195,0.0,0,9.4428425,0.0,0.032896969,53.879269,9.5221243,480.7298,-9.2358532
2591,195.4073,4.3879633,0.48660764,0.0,0,9.4399166,0.0,0.032777488,53.99802,9.5202074,480.81326,-9.2358456
2592,195.4075,4.4057393,0.48879811,0.0,0,9.4369907,0.0,0.033268493,54.175243,9.5171118,480.89673,-9.235755
2593,195.4077,4.4286423,0.49734986,0.0,0,9.4340639,0.0,0.033680145,54.430496,9.5136614,480.98019,-9.2357397
2594,195.4079,4.4384966,0.49768826,0.0,0,9.4311371,0.0,0.033519428,54.667423,9.5088415,481.06369,-9.234972
2595,195.4081,4.4371815,0.49968085,0.0,0,9.4282112,0.0,0.033919849,54.696381,9.5053291,481.14716,-9.2335901
2596,195.4083,4.4308581,0.50618249,0.0,0,9.4252844,0.0,0.034353707,54.593105,9.5031881,481.23062,-9.2333689
2597,195.4085,4.4198952,0.50691587,0.0,0,9.4223585,0.0,0.034201451,54.469357,9.5013971,481.31409,-9.2339573
2598,195.4087,4.4080539,0.50869578,0.0,0,9.4194317,0.0,0.034546666,54.275421,9.4979601,481.39755,-9.2339773
2599,195.4089,4.3962083,0.51308793,0.0,0,9.4165049,0.0,0.034907911,54.043983,9.4944725,481.46634,-9.2347021
2600,195.4091,4.4009743,0.51412618,0.0,0,9.413579,0.0,0.034722801,54.050774,9.4910555,481.50092,-9.2351418
2601,195.4093,4.4148464,0.51689279,0.0,0,9.4106531,0.0,0.035092831,54.188251,9.4872141,481.53549,-9.2353048
2602,195.4095,4.4280934,0.52100682,0.0,0,9.4077263,0.0,0.035529427,54.305565,9.4855204,481.57007,-9.2362165
2603,195.4097,4.4387364,0.52348334,0.0,0,9.4048004,0.0,0.035395902,54.441441,9.4817638,481.60468,-9.2368822
2604,195.4099,4.4416375,0.52687335,0.0,0,9.4018736,0.0,0.035667941,54.437847,9.4805584,481.63925,-9.2370043
2605,195.4101,4.4370012,0.52948701,0.0,0,9.3989468,0.0,0.036055785,54.44043,9.478281,481.67383,-9.2365303
2606,195.4103,4.4274392,0.53323543,0.0,0,9.3960209,0.0,0.036068816,54.487465,9.4755907,481.7084,-9.2357359
2607,195.4105,4.4186316,0.53697747,0.0,0,9.3930941,0.0,0.036366075,54.310299,9.4725361,481.74298,-9.2347021
2608,195.4107,4.41013,0.53797758,0.0,0,9.3901682,0.0,0.036758881,54.130505,9.4672308,481.77756,-9.2337685
2609,195.4109,4.4064193,0.54251093,0.0,0,9.3872414,0.0,0.036746319,54.060291,9.4662094,481.81213,-9.2336369
2610,195.4111,4.4095063,0.54675567,0.0,0,9.3843145,0.0,0.03694598,54.063984,9.4653873,481.84671,-9.2335978
2611,195.4113,4.4218197,0.54648483,0.0,0,9.3813887,0.0,0.037297253,54.156258,9.4605246,481.88132,-9.2336855
2612,195.4115,4.4402394,0.55216718,0.0,0,9.3784628,0.0,0.03740203,54.417454,9.4544363,481.91589,-9.2339897
2613,195.4117,4.4591804,0.55673832,0.0,0,9.375536,0.0,0.037588481,54.704018,9.4518013,481.95047,-9.2340803
2614,195.4119,4.4616647,0.55407286,0.0,0,9.3726101,0.0,0.037853699,54.644188,9.4514694,481.98505,-9.2348309
2615,195.4121,4.4551258,0.56036675,0.0,0,9.3696823,0.0,0.038088862,54.547977,9.4494848,482.01962,-9.2355223
2616,195.4123,4.4447603,0.56749356,0.0,0,9.3667564,0.0,0.038310982,54.532185,9.446887,482.0542,-9.2359819
2617,195.4125,4.4347296,0.56491315,0.0,0,9.3638306,0.0,0.038555294,54.408237,9.4427986,482.08878,-9.2360039
2618,195.4127,4.4337358,0.56997502,0.0,0,9.3609037,0.0,0.038800884,54.267998,9.4394751,482.12335,-9.2353296
2619,195.4129,4.4207239,0.577393,0.0,0,9.3579769,0.0,0.038975544,54.13657,9.4361687,482.15793,-9.2352848
2620,195.4131,4.4146566,0.57424122,0.0,0,9.355051,0.0,0.039165545,54.08028,9.4322691,482.19254,-9.2353497
2621,195.4133,4.4320006,0.5785225,0.0,0,9.3521242,0.0,0.039416354,54.268337,9.4292498,482.22711,-9.2346439
2622,195.4135,4.4483199,0.58723837,0.0,0,9.3491983,0.0,0.03957288,54.518501,9.4261284,482.26169,-9.234045
2623,195.4137,4.4529619,0.58413887,0.0,0,9.3462715,0.0,0.039672431,54.524021,9.4231911,482.29626,-9.2347965
2624,195.4139,4.4481597,0.58727103,0.0,0,9.3433456,0.0,0.04006125,54.416073,9.4199133,482.33084,-9.2348709
2625,195.4141,4.4411182,0.59548086,0.0,0,9.3404188,0.0,0.040280081,54.30756,9.4175129,482.36542,-9.2340727
2626,195.4143,4.4410343,0.59245002,0.0,0,9.3374929,0.0,0.04028523,54.29155,9.4138241,482.39999,-9.234417
2627,195.4145,4.4385433,0.59617728,0.0,0,9.3345661,0.0,0.040737253,54.25478,9.4115515,482.43457,-9.2346439
2628,195.4147,4.4329529,0.60476393,0.0,0,9.3316402,0.0,0.040940456,54.208588,9.4095516,482.46915,-9.2349825
2629,195.4149,4.4285274,0.60205692,0.0,0,9.3287134,0.0,0.04088122,54.129047,9.4041433,482.50375,-9.2360649
2630,195.4151,4.4279351,0.60463965,0.0,0,9.3257866,0.0,0.041311927,54.08466,9.4000292,482.53833,-9.2360983
2631,195.4153,4.4387269,0.61213779,0.0,0,9.3228607,0.0,0.04145864,54.238094,9.3981552,482.57291,-9.2357197
2632,195.4155,4.4550543,0.60964662,0.0,0,9.3199339,0.0,0.04131107,54.403934,9.3954811,482.60748,-9.2354069
2633,195.4157,4.4624963,0.61172724,0.0,0,9.317008,0.0,0.041764077,54.467293,9.3942471,482.64206,-9.2349749
2634,195.4159,4.4702387,0.62036186,0.0,0,9.3140821,0.0,0.042072557,54.500458,9.3921881,482.67664,-9.234726
2635,195.4161,4.4714899,0.62020302,0.0,0,9.3111553,0.0,0.042003009,54.535397,9.3883505,482.71121,-9.2345247
2636,195.4163,4.4617558,0.62278897,0.0,0,9.3082285,0.0,0.042523183,54.473831,9.3848829,482.74579,-9.2343044
2637,195.4165,4.4566431,0.63051862,0.0,0,9.3053026,0.0,0.042921007,54.392754,9.3808842,482.78036,-9.2346201
2638,195.4167,4.4610639,0.63068175,0.0,0,9.3023758,0.0,0.042743139,54.422909,9.3771429,482.81497,-9.2353659
