index,Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm)
2274,195.348,0.80729324,0.015193864,0.0,0,9.0337067,0.0,0.00076625735,9.2505198,10.059192,451.25934,-9.2357998
2275,195.3482,1.866696,0.022676812,0.0,0,9.0044422,0.0,0.0015806081,20.477882,10.020847,451.28384,-9.2357082
2276,195.3484,3.257725,0.052747034,0.0,0,8.9751787,0.0,0.003140599,37.897724,9.9903049,451.30835,-9.2356949
2277,195.3486,4.1758256,0.088705845,0.0,0,8.9459143,0.0,0.0051990179,50.941238,9.9625015,451.33286,-9.2349491
2278,195.3488,4.573236,0.10967573,0.0,0,8.9166508,0.0,0.0072070267,56.864952,9.932457,451.32471,-9.2335892
2279,195.349,4.8060646,0.13947499,0.0,0,8.8873863,0.0,0.0090043368,60.035095,9.8980427,451.29483,-9.2327738
2280,195.3492,5.1334548,0.19070092,0.0,0,8.8581219,0.0,0.011699676,63.746681,9.8614082,451.26495,-9.2325106
2281,195.3494,5.2121921,0.25432271,0.0,0,8.8288584,0.0,0.016170977,65.332573,9.8177605,451.23508,-9.2324781
2282,195.3496,5.0300031,0.3314746,0.0,0,8.7995939,0.0,0.021469373,63.192848,9.7655916,451.2052,-9.2335129
2283,195.3498,4.9832268,0.39554706,0.0,0,8.7703304,0.0,0.025635818,61.698845,9.7102814,451.17529,-9.2339115
2284,195.35,5.2678447,0.42990285,0.0,0,8.7416534,0.0,0.028552318,64.423378,9.6549797,451.14542,-9.2336683
2285,195.3502,5.4444027,0.47465551,0.0,0,8.7136879,0.0,0.031728577,66.852112,9.6015892,451.11554,-9.2333775
2286,195.3504,5.4001036,0.53420836,0.0,0,8.6858492,0.0,0.035248507,66.487236,9.55198,451.08566,-9.2324295
2287,195.3506,5.5103555,0.57275397,0.0,0,8.6580172,0.0,0.038356628,67.029831,9.5055838,451.05579,-9.2320728
2288,195.3508,5.7615733,0.59632367,0.0,0,8.6301851,0.0,0.04056007,69.926109,9.4608154,451.02588,-9.2321138
2289,195.351,5.757555,0.61493671,0.0,0,8.6023531,0.0,0.041418433,70.647621,9.4205914,450.996,-9.2315931
2290,195.3512,5.435926,0.62955415,0.0,0,8.574522,0.0,0.04239003,67.197289,9.3858261,450.96613,-9.2313137
2291,195.3514,5.2740927,0.66568625,0.0,0,8.546689,0.0,0.045059107,64.295273,9.3553305,450.93625,-9.2318897
2292,195.3516,5.5096312,0.70991552,0.0,0,8.518857,0.0,0.047774035,66.045929,9.3247814,450.90637,-9.2323818
2293,195.3518,5.8442764,0.73079574,0.0,0,8.4910259,0.0,0.049452078,70.03923,9.2927923,450.87646,-9.2326603
2294,195.352,5.9831018,0.75174695,0.0,0,8.4631929,0.0,0.051361207,72.110077,9.2619896,450.84659,-9.2332001
2295,195.3522,6.0266991,0.79070324,0.0,0,8.4353609,0.0,0.053596068,72.594559,9.2275743,450.81671,-9.2331657
2296,195.3524,6.100935,0.83542287,0.0,0,8.4075298,0.0,0.056356203,73.210052,9.190877,450.78683,-9.2320595
2297,195.3526,6.0860505,0.888524,0.0,0,8.3796968,0.0,0.060452443,73.135483,9.1503229,450.75696,-9.2318497
2298,195.3528,5.8850355,0.94277161,0.0,0,8.3518648,0.0,0.064282537,70.849922,9.106287,450.72705,-9.232151
2299,195.353,5.6881695,0.98175097,0.0,0,8.3240337,0.0,0.066855319,68.081894,9.0629845,450.69717,-9.232172
2300,195.3532,5.7110486,1.0193387,0.0,0,8.2962017,0.0,0.069938287,67.493553,9.0210466,450.6673,-9.2318926
2301,195.3534,5.8852034,1.0661756,0.0,0,8.2683697,0.0,0.073293291,69.086395,8.9797182,450.63742,-9.2317629
2302,195.3536,5.9786673,1.1051729,0.0,0,8.2405376,0.0,0.075774848,70.345001,8.9363222,450.60754,-9.2315941
