level_0,index,Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm)
2272,2272,195.3437,0.62426877,0.0096086515,0.0,0,9.0629702,0.0,0.00033578544,7.7094393,10.107512,451.05548,-9.2360926
2273,2273,195.3439,1.1974726,0.0089465836,0.0,0,9.0337057,0.0,0.00065017567,13.000048,10.072902,451.09747,-9.2357368
2274,2274,195.3441,2.7465622,0.026696758,0.0,0,9.0044422,0.0,0.0016229453,30.429173,10.043694,451.1395,-9.2357216
2275,2275,195.3443,4.3916869,0.058384728,0.0,0,8.9751778,0.0,0.0032179882,51.926434,10.022394,451.18149,-9.2352276
2276,2276,195.3445,5.2871127,0.076787084,0.0,0,8.9459143,0.0,0.0048884023,65.349678,9.9986219,451.22351,-9.2345381
2277,2277,195.3447,5.5815344,0.096238784,0.0,0,8.9166498,0.0,0.0063201888,70.185341,9.9719515,451.2655,-9.2332344
2278,2278,195.3449,5.7153349,0.12834397,0.0,0,8.8873854,0.0,0.0078638317,71.878838,9.9394903,451.3075,-9.2321033
2279,2279,195.3451,5.8983588,0.17151894,0.0,0,8.8581219,0.0,0.010722454,73.914673,9.9001751,451.34952,-9.2314434
2280,2280,195.3453,5.8870268,0.23934856,0.0,0,8.8288574,0.0,0.015312769,74.110588,9.8620167,451.39151,-9.2313919
2281,2281,195.3455,5.7165346,0.30422997,0.0,0,8.7995939,0.0,0.019486908,71.858467,9.8236189,451.4335,-9.2320795
2282,2282,195.3457,5.8085589,0.3328678,0.0,0,8.7703295,0.0,0.021945957,71.832062,9.7794151,451.47552,-9.2323828
2283,2283,195.3459,6.1889029,0.35817063,0.0,0,8.7416534,0.0,0.024037911,75.957176,9.7300701,451.51752,-9.232317
2284,2284,195.3461,6.3672943,0.40514565,0.0,0,8.7136869,0.0,0.026565086,78.735291,9.6827288,451.55954,-9.2327728
2285,2285,195.3463,6.3689709,0.45464599,0.0,0,8.6858492,0.0,0.029861052,78.722839,9.6397991,451.60153,-9.232213
2286,2286,195.3465,6.5353446,0.49682012,0.0,0,8.6580172,0.0,0.033403125,79.920036,9.6005974,451.64352,-9.2309828
2287,2287,195.3467,6.7274141,0.51754171,0.0,0,8.6301851,0.0,0.034880806,82.371239,9.5626316,451.68555,-9.230835
2288,2288,195.3469,6.6309543,0.51523727,0.0,0,8.6023531,0.0,0.034725029,82.056175,9.5274668,451.72754,-9.2307844
2289,2289,195.3471,6.2808223,0.53342533,0.0,0,8.5745211,0.0,0.036052968,78.049347,9.4965029,451.76953,-9.2309227
2290,2290,195.3473,6.1271653,0.58395278,0.0,0,8.546689,0.0,0.039035231,75.159355,9.4649515,451.81155,-9.2315321
2291,2291,195.3475,6.3976216,0.62725711,0.0,0,8.518857,0.0,0.041951913,77.180969,9.4360943,451.85355,-9.2321692
2292,2292,195.3477,6.7949915,0.65109354,0.0,0,8.491025,0.0,0.044318605,81.916847,9.4081078,451.89557,-9.2324343
2293,2293,195.3479,7.0004687,0.66768593,0.0,0,8.4631929,0.0,0.045498617,84.968422,9.3761597,451.93756,-9.2318354
2294,2294,195.3481,7.0265598,0.69030762,0.0,0,8.4353609,0.0,0.04648868,85.459152,9.3427391,451.97955,-9.2310076
2295,2295,195.3483,7.027894,0.7389043,0.0,0,8.4075289,0.0,0.049852356,85.12825,9.3073692,452.02158,-9.2308464
2296,2296,195.3485,7.0038028,0.80342048,0.0,0,8.3796968,0.0,0.054388478,84.546944,9.2702665,452.06357,-9.2309961
2297,2297,195.3487,6.9024229,0.85307056,0.0,0,8.3518648,0.0,0.057738218,83.201027,9.2295008,452.10556,-9.2314539
2298,2298,195.3489,6.7918863,0.8877787,0.0,0,8.3240328,0.0,0.060571324,81.54306,9.1861725,452.14758,-9.2320213
2299,2299,195.3491,6.7806859,0.9237783,0.0,0,8.2962008,0.0,0.063266575,80.960426,9.1436243,452.18958,-9.2324352
2300,2300,195.3493,6.8828096,0.96575963,0.0,0,8.2683687,0.0,0.065758638,81.732712,9.1046534,452.2316,-9.2323008
2301,2301,195.3495,7.0017819,1.0067276,0.0,0,8.2405367,0.0,0.06884174,82.955666,9.0658216,452.27359,-9.2316389
2302,2302,195.3497,7.0467429,1.0362929,0.0,0,8.2127056,0.0,0.071471296,83.460823,9.0277147,452.31558,-9.2310677
2303,2303,195.3499,7.0584145,1.0573386,0.0,0,8.1848736,0.0,0.072702512,83.501877,8.9913435,452.3576,-9.2310066
2304,2304,195.3501,7.0866714,1.0791786,0.0,0,8.1570406,0.0,0.074175246,83.755249,8.9585438,452.3996,-9.2315865
