level_0,index,Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm)
2276,2276,195.3445,0.56536788,0.036531895,0.0,0,8.9459143,0.0,0.0020382057,6.4978433,9.9292612,450.15005,-9.231267
2277,2277,195.3447,1.1703339,0.048047945,0.0,0,8.9166498,0.0,0.0029698741,12.895681,9.887435,450.14587,-9.2320147
2278,2278,195.3449,2.1181757,0.08499977,0.0,0,8.8873854,0.0,0.0053120614,24.232325,9.8519325,450.14166,-9.2320499
2279,2279,195.3451,3.0680997,0.13025901,0.0,0,8.8581219,0.0,0.0079616681,36.375793,9.8199463,450.13748,-9.2307873
2280,2280,195.3453,3.794302,0.15447818,0.0,0,8.8288574,0.0,0.009985528,46.149448,9.7844667,450.1333,-9.2301216
2281,2281,195.3455,4.1566648,0.18731013,0.0,0,8.7995939,0.0,0.012264035,51.592854,9.7424917,450.12909,-9.229908
2282,2282,195.3457,4.2391472,0.25133216,0.0,0,8.7703295,0.0,0.015762094,53.182518,9.6960087,450.12491,-9.228961
2283,2283,195.3459,4.1586289,0.32991779,0.0,0,8.7416534,0.0,0.020988988,52.162979,9.6451054,450.12073,-9.2279463
2284,2284,195.3461,4.0463657,0.4124518,0.0,0,8.7136869,0.0,0.02705076,50.3503,9.5891085,450.11652,-9.2269983
2285,2285,195.3463,4.0423999,0.47742116,0.0,0,8.6858492,0.0,0.031438846,49.740871,9.529582,450.11234,-9.2265625
2286,2286,195.3465,4.0868306,0.51471215,0.0,0,8.6580172,0.0,0.034232516,50.250431,9.4667339,450.10812,-9.2274389
2287,2287,195.3467,4.0568142,0.56357777,0.0,0,8.6301851,0.0,0.037760254,49.958099,9.4065542,450.10394,-9.2286949
2288,2288,195.3469,4.032773,0.63032973,0.0,0,8.6023531,0.0,0.041959405,49.117043,9.3537016,450.09976,-9.229104
2289,2289,195.3471,4.274529,0.67636985,0.0,0,8.5745211,0.0,0.045397479,51.101242,9.3066607,450.09555,-9.2290955
2290,2290,195.3473,4.571496,0.69731212,0.0,0,8.546689,0.0,0.047621511,54.810093,9.2636824,450.09137,-9.2288189
